DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,InitialYear numeric,FinalYear numeric,Country text,Designation text,MaxSpeed_kts numeric,Accel_ktsps numeric,TurnRate_degps numeric,FuelCapacity_kg numeric,FuelRate_kgps numeric,Toughness numeric,DamageEffect text,RCS_dBsm numeric,RCS_Model text,OpticalCrossSection_dBsm text,IRSignature_dB numeric,IR_ModelA text,IR_ModelB text,IR_ModelC text,EffectiveHeight_m numeric,TS numeric,TS_Model text,AcousticModel text,SL_Model nextumteric,MaxTakeoffWeight_kg numeric,MaxAltitude_m numeric,ClimbRate_mps numeric,Gmax numeric,MinimumRunway_m numeric,IsCarrierCompatible numeric,OutFuelPods numeric,FuelOut_kgps numeric,FuelIn_kgps numeric,MaintenanceMin_s numeric,MaintenanceMax_s numeric,MilitaryThrust_N numeric,MilitaryThrustSpeedSlope real,ABThrust_N numeric,ABThrustSpeedSlope real,ABFuelRate_kgps numeric,Cdpsub numeric,Cdptran numeric,Cdpsup numeric,Mcm numeric,Msupm numeric,CruiseSpeed_mps numeric,StallSpeed_mps numeric,T2 numeric,T4 numeric,T6 numeric,T8 numeric,T10 numeric,T12 numeric,T16 numeric,T20 numeric,T25 numeric,T30 numeric,FE2 numeric,FE4 numeric,FE6 numeric,FE8 numeric,FE10 numeric,FE12 numeric,FE16 numeric,FE20 numeric,FE25 numeric,FE30 numeric
"F-111E","","12","33","290000000","22808","0","f111.jpg","air/AdvicoF111E.jpg","tu-22.xml","Followed the A model into service and predates the D model.  It features improved ECM, and slightly improved performance.","","1986","2999","USA","Bomber","1263","8.03","23.97","15325.7","3.9","3","AirDmg2","9","AirRCS1","7.94","0","IR_FW_M_H_HP_2_M0.85","IR_FW_M_H_HP_2_AB_M0.85","IR_FW_M_H_HP_2_Super_M2.5","0","-999","Default","Default","Default","45350","20000","131.18","7","900","0","0","0","40","3600","10800","95667.1","0","164631.4","0.002","12","1.2","2.5","2.2","0.8","1.2","102.19","60","1","0.78","0.6","0.5","0.4","0.35","0.25","0.2","0.01","0.01","1","1","1","1","1","1","1.25","1.8","2","2"
"F-111F","","12","33","290000000","22808","0","f111.jpg","air/AdvicoF111F.jpg","tu-22.xml","F-111 Aardvark medium range interdictor and strike fighter-bomber. The final version of the F-111, it features significantly improved engine performance.","","1971","2999","USA","Bomber","1432","10.33","20.95","15325.7","3.9","3","AirDmg2","9","AirRCS1","7.94","0","IR_FW_M_H_HP_2_M0.85","IR_FW_M_H_HP_2_AB_M0.85","IR_FW_M_H_HP_2_Super_M2.5","0","-999","Default","Default","Default","45350","20000","150","7","900","0","0","0","40","3600","10800","134162.8","0","220725","0.002","12","1.2","2.5","2.2","0.8","1.2","102.19","60","1","0.78","0.6","0.5","0.4","0.35","0.25","0.2","0.01","0.01","1","1","1","1","1","1","1.25","1.8","2","2"
"F-111G","","12","33","290000000","22262.3","0","fb111.jpg","air/AdvicoF111G.jpg","tu-22.xml","Essentially an FB-111 Strategic Aardvark repurposed for the tactical role after the introduction of the B-1 Lancer eliminated the need for the FB-111 in that role.  It retains the size, payload, and fuel capacity.","","1989","1993","USA","Bomber","1287","6.51","23.32","15325.7","3.9","3","AirDmg2","9","AirRCS1","7.94","0","IR_FW_M_H_HP_2_M0.85","IR_FW_M_H_HP_2_AB_M0.85","IR_FW_M_H_HP_2_Super_M2.5","0","-999","Default","Default","Default","54076","20000","101.6","7","900","0","0","0","40","3600","10800","109865.6","0","181033.6","0.002","12","1.2","2.5","2.2","0.8","1.2","102.19","60","1","0.78","0.6","0.5","0.4","0.35","0.25","0.2","0.01","0.01","1","1","1","1","1","1","1.25","1.8","2","2"
"F-14A","","12","33","38000000","18951","0","f14a.jpg","air/AdvicoF14A.jpg","f-14.xml","F-14A Tomcat","","1974","2006","USA","Fighter","1340","6.44","23.23","7350","2.4","1","AirDmg1","9.93","AirRCS1","11.37","0","IR_FW_VL_F_HP_2_M0.85","IR_FW_VL_F_HP_2_AB_M0.85","IR_FW_VL_F_HP_2_Super_M2.3","0","-999","Default","Default","Default","33724","16460","228.6","9","1800","1","0","0","20","3600","10800","95000","0.001","188000","0.0048","11.37","1.3","3.2","2.55","0.86","1.2","100","48.78","1","0.89","0.69","0.61","0.53","0.4","0.25","0.05","0","0","1","1","1","1","1.05","1.25","2","3","4","4"
"F-14B","","12","33","38000000","18951","0","f14b.jpg","air/AdvicoF14B.jpg","f-14.xml","F-14B Tomcat","had to increase cdpsup to keep sea level max speed closer to 1.2M. Believe this is airframe restriction not thrust/drag-so tricky to model","1987","2006","USA","Fighter","1340","6.44","23.23","7350","3","1","AirDmg1","9.93","AirRCS1","11.37","0","IR_FW_VL_F_HP_2_M0.85","IR_FW_VL_F_HP_2_AB_M0.85","IR_FW_VL_F_HP_2_Super_M2.3","0","-999","Default","Default","Default","33724","16460","228.6","9","1800","1","0","0","20","3600","10800","123000","0.001","244652","0.0045","11.37","1.3","3.4","3","0.86","1.2","100","48.78","1","0.89","0.69","0.61","0.53","0.4","0.25","0.05","0","0","1","1","1","1","1.05","1.25","2","3","4","4"
"F-14D","","12","33","38000000","18951","0","f14d.jpg","air/AdvicoF14D.jpg","f-14.xml","F-14D Tomcat","had to increase cdpsup to keep sea level max speed closer to 1.2M. Believe this is airframe restriction not thrust/drag-so tricky to model. Is equipment updated for this vs f-14b?","1991","2006","USA","Fighter","1340","6.44","23.23","7350","3","1","AirDmg1","9.93","AirRCS1","11.37","0","IR_FW_VL_F_HP_2_M0.85","IR_FW_VL_F_HP_2_AB_M0.85","IR_FW_VL_F_HP_2_Super_M2.3","0","-999","Default","Default","Default","33724","16460","228.6","9","1800","1","0","0","20","3600","10800","123000","0.001","244652","0.0045","11.37","1.3","3.4","3","0.86","1.2","100","48.78","1","0.89","0.69","0.61","0.53","0.4","0.25","0.05","0","0","1","1","1","1","1.05","1.25","2","3","4","4"
"F-15A","","12","33","29900000","12700","0","f15c.jpg","air/AdvicoF15A.jpg","f-15.xml","F-15A Eagle","Just a simple copy and alteration of the F-15C for now, will have to revisit this at some point and perform a proper build up of the lineage.  To this point it is an F-15C, with more limited armament.  There are definite issues with fuel capacity, and max take off weight.  In the interest of having an F-15A in time for release, im cheating.","1975","2999","USA","Superiority Fighter","1434","20","16","6103","1.95","1","AirDmg1","10.27","AirRCS1","9.51","0","IR_FW_L_F_HP_2_M0.85","IR_FW_L_F_HP_2_AB_M0.85","IR_FW_L_F_HP_2_Super_M2.5","0","-999","Default","Default","Default","31000","19800","255","9","1800","0","0","0","20","3600","10800","104000","0","258000","0.0016","12","1.2","2.4","2","0.9","1.1","100","50","1","0.9","0.83","0.77","0.75","0.6","0.3","0.13","0.07","0","1","0.95","0.9","0.85","0.95","1.1","1.8","2.5","3.5","4"
"F-15C","","12","33","29900000","12700","0","f15c.jpg","air/AdvicoF15C.jpg","f-15.xml","F-15C Eagle","","1979","2999","USA","Superiority Fighter","1434","20","16","6103","1.95","1","AirDmg1","10.27","AirRCS1","9.51","0","IR_FW_L_F_HP_2_M0.85","IR_FW_L_F_HP_2_AB_M0.85","IR_FW_L_F_HP_2_Super_M2.5","0","-999","Default","Default","Default","31000","19800","255","9","1800","0","0","0","20","3600","10800","104000","0","258000","0.0016","12","1.2","2.4","2","0.9","1.1","100","50","1","0.9","0.83","0.77","0.75","0.6","0.3","0.13","0.07","0","1","0.95","0.9","0.85","0.95","1.1","1.8","2.5","3.5","4"
"F-15E","","12","33","29900000","14300","0","f15c.jpg","air/AdvicoF15E.jpg","f-15E.xml","F-15E Strike Eagle","http://f-15e.info F-15E rarely use 3 external tanks, so use two tanks for range calculation. Assuming 5745 km ferry range with 2 tanks so about 4400 km with internal fuel only. Didnt bother to update thrust vs f-15c","1979","2999","USA","Fighter Multi","1434","20","16","8380","2.2","1","AirDmg1","10.27","AirRCS1","9.51","0","IR_FW_L_F_HP_2_M0.85","IR_FW_L_F_HP_2_AB_M0.85","IR_FW_L_F_HP_2_Super_M2.5","0","-999","Default","Default","Default","36450","19800","255","9","1800","0","0","0","20","3600","10800","104000","0","258000","0.0016","12","1.2","2.4","2","0.9","1.1","100","50","1","0.9","0.83","0.77","0.75","0.6","0.3","0.13","0.07","0","1","0.95","0.9","0.85","0.95","1.1","1.8","2.5","3.5","4"
"F-15J","","12","33","29900000","12700","0","f15c.jpg","air/AdvicoF15J.jpg","f-15.xml","F-15J Eagle","","1980","2999","Japan","Superiority Fighter","1434","20","16","6103","1.95","1","AirDmg1","10.27","AirRCS1","9.51","0","IR_FW_L_F_HP_2_M0.85","IR_FW_L_F_HP_2_AB_M0.85","IR_FW_L_F_HP_2_Super_M2.5","0","-999","Default","Default","Default","31000","19800","255","9","1800","0","0","0","20","3600","10800","104000","0","258000","0.0016","12","1.2","2.4","2","0.9","1.1","100","50","1","0.9","0.83","0.77","0.75","0.6","0.3","0.13","0.07","0","1","0.95","0.9","0.85","0.95","1.1","1.8","2.5","3.5","4"
"F-16A/B","","12","33","","7387","","f16a.jpg","air/AdvicoF16AB.jpg","f-16.xml","F-16A and F-16B of Block 1, 5, or 10.  The F-16A is a single seat version, B being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1978","2999","USA","Strike Fighter","1300","20","20","3257.8","1.31244","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","16057","16764","315","9","1800","0","0","0","15","5400","5400","65260","0","100530","0.00305","5.47788","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16A/B Blk 15","","12","33","","7387","","f16a.jpg","air/AdvicoF16AB15.jpg","f-16.xml","F-16A and F-16B Block 15.  The F-16A is a single seat version, B being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1980","2999","Belgium","Strike Fighter","1300","20","20","3257.8","1.31244","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","16057","16764","315","9","1800","0","0","0","15","5400","5400","65260","0","100530","0.00305","5.47788","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16A/B Blk 15 ADF","","12","33","","7387","","f16a.jpg","air/AdvicoF16ADF.jpg","f-16.xml","F-16A and F-16B Block 15.  The F-16A is a single seat version, B being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1989","2999","Belgium","Fighter Multi","1300","20","20","3257.8","1.31244","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","16057","16764","315","9","1800","0","0","0","15","5400","5400","65260","0","100530","0.00305","5.47788","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16A/B Blk 15 OCU","","12","33","","7387","","f16a.jpg","air/AdvicoF16OCU.jpg","f-16.xml","F-16A and F-16B Block 15.  The F-16A is a single seat version, B being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1987","2999","Belgium","Fighter Multi","1300","20","20","3257.8","1.31244","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","16057","16764","315","9","1800","0","0","0","15","5400","5400","65260","0","100530","0.00305","5.47788","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16A/B Blk 20","","12","33","","7387","","f16a.jpg","air/AdvicoF16AB20.jpg","f-16.xml","F-16A and F-16B Block 20.  The F-16A is a single seat version, B being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1996","2999","Taiwan","Fighter Multi","1300","20","20","3257.8","1.31244","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","16057","16764","315","9","1800","0","0","0","15","5400","5400","65260","0","100530","0.00305","5.47788","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16AM/BM Blk 15 MLU","","12","33","","7387","","f16a.jpg","air/AdvicoF16MLU.jpg","f-16.xml","F-16A and F-16B Block 15.  The F-16A is a single seat version, B being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","2002","2999","USA","Fighter Multi","1300","20","20","3257.8","1.31244","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","16057","16764","315","9","1800","0","0","0","15","5400","5400","65260","0","100530","0.00305","5.47788","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 25","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD25.jpg","f-16.xml","F-16C and F-16D of Block 25.  The F-16C is a single seat version, D being twin seat.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1984","2999","USA","Fighter Multi","1300","20","20","3228","1.38019","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","63900","0","105720","0.00273","5.76068","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 30","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD30.jpg","f-16.xml","F-16C and F-16D of Block 30.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1986","2999","USA","Fighter Multi","1300","20","20","3228","1.748","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","78060","0","124600","0.00273","7.26072","0.925","1.6188","1.85","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 30b","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD30b.jpg","f-16.xml","F-16C and F-16D of Block 30B.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines..","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1987","2999","USA","Fighter Multi","1300","20","20","3228","1.748","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","78060","0","124600","0.00273","7.26072","0.925","1.6188","1.85","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 32","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD32.jpg","f-16.xml","F-16C and F-16D of Block 32.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1986","2999","USA","Fighter Multi","1300","20","20","3228","1.38019","1","AirDmg1","4.77","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","63900","0","105720","0.00273","5.76068","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 32b","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD32b.jpg","f-16.xml","F-16C and F-16D of Block 32B.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1987","2999","USA","Fighter Multi","1300","20","20","3228","1.38019","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","63900","0","105720","0.00273","5.76068","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 40","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD40.jpg","f-16.xml","F-16C and F-16D of Block 40.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1988","2999","USA","Fighter Multi","1300","20","20","3228","1.748","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","78060","0","124600","0.00273","7.26072","0.925","1.6188","1.85","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 42","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD42.jpg","f-16.xml","F-16C and F-16D of Block 42.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1988","2999","USA","Fighter Multi","1300","20","20","3228","1.38019","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","63900","0","105720","0.00273","5.76068","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 50","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD50.jpg","f-16.xml","F-16C and F-16D of Block 50.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","1991","2999","USA","Fighter Multi","1300","20","20","3228","1.37244","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","75700","0","129000","0.00259","6.2126","0.925","1.6188","1.85","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"F-16C/D Blk 50+","","12","33","","8272","","f16a.jpg","air/AdvicoF16CD50+.jpg","f-16.xml","F-16C and F-16D of Block 50+.  The F-16 C is a single seat version, D being twin seat.  All X2 blocks use Pratt and Whitney engines, all X0 blocks use General Electric engines.","I have found wet and dry SFC values for the F100-PW-229 engine, which is used for the F-16C/D Block 52, and for the F110-GE-129 used by the F-16 C Block 50.  I have wet SFC's for the remaining engines used in the PW series, their dry values will be extrapolated.","2002","2999","USA","Fighter Multi","1300","20","20","3228","1.37244","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","19187","16764","315","9","1800","0","0","0","15","5400","5400","75700","0","129000","0.00259","6.2126","0.925","1.6188","1.85","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
