DatabaseClass text,SetupName text,InitialYear numeric,FinalYear numeric,AirComplement text,MagazineLoadout text,LauncherLoadout text
"A-4H","IB2E  1963","1966","1969","","","A-4H IB2E  1963-L"
"A-4H","IB2E  1967","1967","1980","","","A-4H IB2E  1967-L"
"A-4H","IB2E  1977","1977","1980","","","A-4H IB2E  1977-L"
"A-4H","IB3   1970","1966","2008","","","A-4H IB3   1970-L"
"A-4H","IB3E  1970","1970","2008","","","A-4H IB3E  1970-L"
"A-4H","IB4   1970","1970","2008","","","A-4H IB4   1970-L"
"A-4H","IB4E  1970","1970","2008","","","A-4H IB4E  1970-L"
"A-4H","IB5   1970","1970","1982","","","A-4H IB5   1970-L"
"A-4H","IB5   1977","1977","2006","","","A-4H IB5   1977-L"
"A-4H","IB5   1993","1993","2008","","","A-4H IB5   1993-L"
"A-4H","IB5   2004","2004","2008","","","A-4H IB5   2004-L"
"A-4H","IB5E  1970","1970","1982","","","A-4H IB5E  1970-L"
"A-4H","IB5E  1977","1977","2006","","","A-4H IB5E  1977-L"
"A-4H","IB5E  1993","1993","2008","","","A-4H IB5E  1993-L"
"A-4H","IB5E  2004","2004","2008","","","A-4H IB5E  2004-L"
"A-4H","IB6E  1970","1970","1982","","","A-4H IB6E  1970-L"
"A-4H","IB6E  1977","1977","2006","","","A-4H IB6E  1977-L"
"A-4H","IB6E  1993","1993","2008","","","A-4H IB6E  1993-L"
"A-4H","IB6E  2004","2004","2008","","","A-4H IB6E  2004-L"
"A-4H","IB7   1970","1970","1982","","","A-4H IB7   1970-L"
"A-4H","IB7   1977","1977","2006","","","A-4H IB7   1977-L"
"A-4H","IB7   1993","1993","2008","","","A-4H IB7   1993-L"
"A-4H","IB7   2004","2004","2008","","","A-4H IB7   2004-L"
"A-4H","IB7E  1970","1970","1982","","","A-4H IB7E  1970-L"
"A-4H","IB7E  1977","1977","2006","","","A-4H IB7E  1977-L"
"A-4H","IB7E  1993","1993","2008","","","A-4H IB7E  1993-L"
"A-4H","IB7E  2004","2004","2008","","","A-4H IB7E  2004-L"
"A-4H","IB8   1970","1970","1982","","","A-4H IB8   1970-L"
"A-4H","IB8   1977","1977","2006","","","A-4H IB8   1977-L"
"A-4H","IB8   1993","1993","2008","","","A-4H IB8   1993-L"
"A-4H","IB8   2004","2004","2008","","","A-4H IB8   2004-L"
"A-4H","IB8E  1970","1970","1982","","","A-4H IB8E  1970-L"
"A-4H","IB8E  1977","1977","2006","","","A-4H IB8E  1977-L"
"A-4H","IB8E  1993","1993","2008","","","A-4H IB8E  1993-L"
"A-4H","IB8E  2004","2004","2008","","","A-4H IB8E  2004-L"
"A-4H","SD1   1965","1965","1977","","","A-4H SD1   1965-L"
"A-4H","SD10  1974","1974","1988","","","A-4H SD10  1974-L"
"A-4H","SD10E 1974","1974","1988","","","A-4H SD10E 1974-L"
"A-4H","SD11  1974","1974","1988","","","A-4H SD11  1974-L"
"A-4H","SD1E  1965","1965","1977","","","A-4H SD1E  1965-L"
"A-4H","SD2   1973","1973","1992","","","A-4H SD2   1973-L"
"A-4H","SD2E  1973","1973","1992","","","A-4H SD2E  1973-L"
"A-4H","SD3   1970","1970","1977","","","A-4H SD3   1970-L"
"A-4H","SD3E  1970","1970","1977","","","A-4H SD3E  1970-L"
"A-4H","SD4   1973","1973","1992","","","A-4H SD4   1973-L"
"A-4H","SD4E  1973","1973","1992","","","A-4H SD4E  1973-L"
"A-4H","SD5   1969","1969","1972","","","A-4H SD5   1969-L"
"A-4H","SD5E  1969","1969","1972","","","A-4H SD5E  1969-L"
"A-4H","SD6   1970","1970","1975","","","A-4H SD6   1970-L"
"A-4H","SD6E  1970","1970","1975","","","A-4H SD6E  1970-L"
"A-4H","SD7   1970","1970","1975","","","A-4H SD7   1970-L"
"A-4H","SD7E  1970","1970","1975","","","A-4H SD7E  1970-L"
"A-4H","SD8   1970","1970","1975","","","A-4H SD8   1970-L"
"A-4H","SD8E  1970","1970","1975","","","A-4H SD8E  1970-L"
"A-4H","SD9   1970","1970","1975","","","A-4H SD9   1970-L"
"A-4H","UR1   1963","1966","2008","","","A-4H UR1   1963-L"
"A-4H","UR1E  1963","1966","2008","","","A-4H UR1E  1963-L"
"A-4H","UR2   1963","1966","2008","","","A-4H UR2   1963-L"
"A-4H","UR2E  1963","1966","2008","","","A-4H UR2E  1963-L"
"A-4H","UR3   1963","1966","2008","","","A-4H UR3   1963-L"
"A-4H","UR3E  1963","1966","2008","","","A-4H UR3E  1963-L"
"A-4K","AW1   1957","1984","2001","","","A-4F AW1   1957-L"
"A-4K","AW1E  1957","1984","2001","","","A-4F AW1E  1957-L"
"A-4K","AW2   1978","1984","2001","","","A-4F AW2   1978-L"
"A-4K","AW2   1979","1984","1986","","","A-4F AW2   1979-L"
"A-4K","AW2   1980","1984","2001","","","A-4F AW2   1980-L"
"A-4K","AW2   1983","1984","2001","","","A-4F AW2   1983-L"
"A-4K","AW2E  1978","1984","2001","","","A-4F AW2E  1978-L"
"A-4K","AW2E  1979","1984","1986","","","A-4F AW2E  1979-L"
"A-4K","AW2E  1980","1984","2001","","","A-4F AW2E  1980-L"
"A-4K","AW2E  1983","1984","2001","","","A-4F AW2E  1983-L"
"A-4K","IB1   1978","1984","2001","","","A-4F IB1   1978-L"
"A-4K","IB1   1979","1984","1986","","","A-4F IB1   1979-L"
"A-4K","IB1E  1978","1984","2001","","","A-4F IB1E  1978-L"
"A-4K","IB1E  1979","1984","1986","","","A-4F IB1E  1979-L"
"A-4K","IB2E  1978","1984","2001","","","A-4F IB2E  1978-L"
"A-4K","IB2E  1979","1984","1986","","","A-4F IB2E  1979-L"
"A-4K","IB3   1970","1984","2001","","","A-4F IB3   1970-L"
"A-4K","IB3E  1970","1984","2001","","","A-4F IB3E  1970-L"
"A-4K","IB4   1970","1984","2001","","","A-4F IB4   1970-L"
"A-4K","IB4E  1970","1984","2001","","","A-4F IB4E  1970-L"
"A-4K","IB5   1978","1984","2001","","","A-4F IB5   1978-L"
"A-4K","IB5   1979","1984","1986","","","A-4F IB5   1979-L"
"A-4K","IB5   1980","1984","2001","","","A-4F IB5   1980-L"
"A-4K","IB5   1983","1984","2001","","","A-4F IB5   1983-L"
"A-4K","IB5E  1978","1984","2001","","","A-4F IB5E  1978-L"
"A-4K","IB5E  1979","1984","1986","","","A-4F IB5E  1979-L"
"A-4K","IB5E  1980","1984","2001","","","A-4F IB5E  1980-L"
"A-4K","IB5E  1983","1984","2001","","","A-4F IB5E  1983-L"
"A-4K","IB6E  1978","1984","2001","","","A-4F IB6E  1978-L"
"A-4K","IB6E  1979","1984","1986","","","A-4F IB6E  1979-L"
"A-4K","IB6E  1980","1984","2001","","","A-4F IB6E  1980-L"
"A-4K","IB6E  1983","1984","2001","","","A-4F IB6E  1983-L"
"A-4K","IB7   1978","1984","2001","","","A-4F IB7   1978-L"
"A-4K","IB7   1979","1984","1986","","","A-4F IB7   1979-L"
"A-4K","IB7   1980","1984","2001","","","A-4F IB7   1980-L"
"A-4K","IB7   1983","1984","2001","","","A-4F IB7   1983-L"
"A-4K","IB7E  1978","1984","2001","","","A-4F IB7E  1978-L"
"A-4K","IB7E  1979","1984","1986","","","A-4F IB7E  1979-L"
"A-4K","IB7E  1980","1984","2001","","","A-4F IB7E  1980-L"
"A-4K","IB7E  1983","1984","2001","","","A-4F IB7E  1983-L"
"A-4K","IB8   1978","1984","2001","","","A-4F IB8   1978-L"
"A-4K","IB8   1979","1984","1986","","","A-4F IB8   1979-L"
"A-4K","IB8   1980","1984","2001","","","A-4F IB8   1980-L"
"A-4K","IB8   1983","1984","2001","","","A-4F IB8   1983-L"
"A-4K","IB8E  1978","1984","2001","","","A-4F IB8E  1978-L"
"A-4K","IB8E  1979","1984","1986","","","A-4F IB8E  1979-L"
"A-4K","IB8E  1980","1984","2001","","","A-4F IB8E  1980-L"
"A-4K","IB8E  1983","1984","2001","","","A-4F IB8E  1983-L"
"A-4K","SD10E 1974","1984","1988","","","A-4F SD10E 1974-L"
"A-4K","SD11  1974","1984","1988","","","A-4F SD11  1974-L"
"A-4K","SD4   1973","1984","1992","","","A-4F SD4   1973-L"
"A-4K","SD4E  1973","1984","1992","","","A-4F SD4E  1973-L"
"A-4K","UR1   1963","1984","2999","","","A-4F UR1   1963-L"
"A-4K","UR1E  1963","1984","2001","","","A-4F UR1E  1963-L"
"A-4K","UR2   1963","1984","2001","","","A-4F UR2   1963-L"
"A-4K","UR2E  1963","1984","2001","","","A-4F UR2E  1963-L"
"A-4K","UR3   1963","1984","2001","","","A-4F UR3   1963-L"
"A-4K","UR3E  1963","1984","2001","","","A-4F UR3E  1963-L"
"A-4Ku","AW1   1957","1977","1994","","","A-4M AW1   1957-L"
"A-4Ku","AW1E  1957","1977","1994","","","A-4M AW1E  1957-L"
"A-4Ku","AW2   1971","1977","1980","","","A-4M AW2   1971-L"
"A-4Ku","AW2   1973","1977","1981","","","A-4M AW2   1973-L"
"A-4Ku","AW2   1975","1977","1982","","","A-4M AW2   1975-L"
"A-4Ku","AW2   1978","1978","1994","","","A-4M AW2   1978-L"
"A-4Ku","AW2   1979","1979","1986","","","A-4M AW2   1979-L"
"A-4Ku","AW2   1980","1980","1994","","","A-4M AW2   1980-L"
"A-4Ku","AW2   1983","1983","1994","","","A-4M AW2   1983-L"
"A-4Ku","AW2E  1971","1977","1980","","","A-4M AW2E  1971-L"
"A-4Ku","AW2E  1973","1977","1981","","","A-4M AW2E  1973-L"
"A-4Ku","AW2E  1975","1977","1982","","","A-4M AW2E  1975-L"
"A-4Ku","AW2E  1978","1978","1994","","","A-4M AW2E  1978-L"
"A-4Ku","AW2E  1979","1979","1986","","","A-4M AW2E  1979-L"
"A-4Ku","AW2E  1980","1980","1994","","","A-4M AW2E  1980-L"
"A-4Ku","AW2E  1983","1983","1994","","","A-4M AW2E  1983-L"
"A-4Ku","GM3E  1962","1977","1980","","","A-4M GM3E  1962-L"
"A-4Ku","GM6   1971","1977","1980","","","A-4M GM6   1971-L"
"A-4Ku","GM6   1973","1977","1980","","","A-4M GM6   1973-L"
"A-4Ku","GM6   1975","1977","1980","","","A-4M GM6   1975-L"
"A-4Ku","GM6   1978","1978","1980","","","A-4M GM6   1978-L"
"A-4Ku","GM6   1979","1979","1980","","","A-4M GM6   1979-L"
"A-4Ku","GM6E  1971","1977","1980","","","A-4M GM6E  1971-L"
"A-4Ku","GM6E  1973","1977","1980","","","A-4M GM6E  1973-L"
"A-4Ku","GM6E  1975","1977","1980","","","A-4M GM6E  1975-L"
"A-4Ku","GM6E  1978","1978","1980","","","A-4M GM6E  1978-L"
"A-4Ku","GM6E  1979","1979","1980","","","A-4M GM6E  1979-L"
"A-4Ku","GM7   1970","1977","1980","","","A-4M GM7   1970-L"
"A-4Ku","GM7   1971","1977","1980","","","A-4M GM7   1971-L"
"A-4Ku","GM7   1973","1977","1980","","","A-4M GM7   1973-L"
"A-4Ku","GM7   1975","1977","1980","","","A-4M GM7   1975-L"
"A-4Ku","GM7   1978","1978","1980","","","A-4M GM7   1978-L"
"A-4Ku","GM7   1979","1979","1980","","","A-4M GM7   1979-L"
"A-4Ku","GM8   1973","1977","1985","","","A-4M GM8   1973-L"
"A-4Ku","GM8   1976","1976","1994","","","A-4M GM8   1976-L"
"A-4Ku","GM8   1986","1986","1994","","","A-4M GM8   1986-L"
"A-4Ku","GM8   1989","1989","1994","","","A-4M GM8   1989-L"
"A-4Ku","GM8   1990","1990","1994","","","A-4M GM8   1990-L"
"A-4Ku","GM8E  1973","1977","1985","","","A-4M GM8E  1973-L"
"A-4Ku","GM8E  1976","1976","1994","","","A-4M GM8E  1976-L"
"A-4Ku","GM8E  1986","1986","1994","","","A-4M GM8E  1986-L"
"A-4Ku","GM8E  1989","1989","1994","","","A-4M GM8E  1989-L"
"A-4Ku","GM8E  1990","1990","1994","","","A-4M GM8E  1990-L"
"A-4Ku","IB1   1971","1977","1980","","","A-4M IB1   1971-L"
"A-4Ku","IB1   1973","1977","1981","","","A-4M IB1   1973-L"
"A-4Ku","IB1   1975","1977","1982","","","A-4M IB1   1975-L"
"A-4Ku","IB1   1978","1978","1994","","","A-4M IB1   1978-L"
"A-4Ku","IB1   1979","1979","1986","","","A-4M IB1   1979-L"
"A-4Ku","IB1E  1971","1977","1980","","","A-4M IB1E  1971-L"
"A-4Ku","IB1E  1973","1977","1981","","","A-4M IB1E  1973-L"
"A-4Ku","IB1E  1975","1977","1982","","","A-4M IB1E  1975-L"
"A-4Ku","IB1E  1978","1978","1994","","","A-4M IB1E  1978-L"
"A-4Ku","IB1E  1979","1979","1986","","","A-4M IB1E  1979-L"
"A-4Ku","IB2E  1971","1977","1980","","","A-4M IB2E  1971-L"
"A-4Ku","IB2E  1973","1977","1981","","","A-4M IB2E  1973-L"
"A-4Ku","IB2E  1975","1977","1982","","","A-4M IB2E  1975-L"
"A-4Ku","IB2E  1978","1978","1994","","","A-4M IB2E  1978-L"
"A-4Ku","IB2E  1979","1979","1986","","","A-4M IB2E  1979-L"
"A-4Ku","IB3   1970","1970","1994","","","A-4M IB3   1970-L"
"A-4Ku","IB3E  1970","1970","1994","","","A-4M IB3E  1970-L"
"A-4Ku","IB4   1970","1970","1994","","","A-4M IB4   1970-L"
"A-4Ku","IB4E  1970","1970","1994","","","A-4M IB4E  1970-L"
"A-4Ku","IB5   1971","1971","1980","","","A-4M IB5   1971-L"
"A-4Ku","IB5   1973","1977","1981","","","A-4M IB5   1973-L"
"A-4Ku","IB5   1975","1977","1982","","","A-4M IB5   1975-L"
"A-4Ku","IB5   1978","1978","1994","","","A-4M IB5   1978-L"
"A-4Ku","IB5   1979","1979","1986","","","A-4M IB5   1979-L"
"A-4Ku","IB5   1980","1980","1994","","","A-4M IB5   1980-L"
"A-4Ku","IB5   1983","1983","1994","","","A-4M IB5   1983-L"
"A-4Ku","IB5E  1971","1971","1980","","","A-4M IB5E  1971-L"
"A-4Ku","IB5E  1973","1977","1981","","","A-4M IB5E  1973-L"
"A-4Ku","IB5E  1975","1977","1982","","","A-4M IB5E  1975-L"
"A-4Ku","IB5E  1978","1978","1994","","","A-4M IB5E  1978-L"
"A-4Ku","IB5E  1979","1979","1986","","","A-4M IB5E  1979-L"
"A-4Ku","IB5E  1980","1980","1994","","","A-4M IB5E  1980-L"
"A-4Ku","IB5E  1983","1983","1994","","","A-4M IB5E  1983-L"
"A-4Ku","IB6E  1971","1971","1980","","","A-4M IB6E  1971-L"
"A-4Ku","IB6E  1973","1977","1981","","","A-4M IB6E  1973-L"
"A-4Ku","IB6E  1975","1977","1982","","","A-4M IB6E  1975-L"
"A-4Ku","IB6E  1978","1978","1994","","","A-4M IB6E  1978-L"
"A-4Ku","IB6E  1979","1979","1986","","","A-4M IB6E  1979-L"
"A-4Ku","IB6E  1980","1980","1994","","","A-4M IB6E  1980-L"
"A-4Ku","IB6E  1983","1983","1994","","","A-4M IB6E  1983-L"
"A-4Ku","IB7   1971","1971","1980","","","A-4M IB7   1971-L"
"A-4Ku","IB7   1973","1977","1981","","","A-4M IB7   1973-L"
"A-4Ku","IB7   1975","1977","1982","","","A-4M IB7   1975-L"
"A-4Ku","IB7   1978","1978","1994","","","A-4M IB7   1978-L"
"A-4Ku","IB7   1979","1979","1986","","","A-4M IB7   1979-L"
"A-4Ku","IB7   1980","1980","1994","","","A-4M IB7   1980-L"
"A-4Ku","IB7   1983","1983","1994","","","A-4M IB7   1983-L"
"A-4Ku","IB7E  1971","1971","1980","","","A-4M IB7E  1971-L"
"A-4Ku","IB7E  1973","1977","1981","","","A-4M IB7E  1973-L"
"A-4Ku","IB7E  1975","1977","1982","","","A-4M IB7E  1975-L"
"A-4Ku","IB7E  1978","1978","1994","","","A-4M IB7E  1978-L"
"A-4Ku","IB7E  1979","1979","1986","","","A-4M IB7E  1979-L"
"A-4Ku","IB7E  1980","1980","1994","","","A-4M IB7E  1980-L"
"A-4Ku","IB7E  1983","1983","1994","","","A-4M IB7E  1983-L"
"A-4Ku","IB8   1971","1971","1980","","","A-4M IB8   1971-L"
"A-4Ku","IB8   1973","1977","1981","","","A-4M IB8   1973-L"
"A-4Ku","IB8   1975","1977","1982","","","A-4M IB8   1975-L"
"A-4Ku","IB8   1978","1978","1994","","","A-4M IB8   1978-L"
"A-4Ku","IB8   1979","1979","1986","","","A-4M IB8   1979-L"
"A-4Ku","IB8   1980","1980","1994","","","A-4M IB8   1980-L"
"A-4Ku","IB8   1983","1983","1994","","","A-4M IB8   1983-L"
"A-4Ku","IB8E  1971","1971","1980","","","A-4M IB8E  1971-L"
"A-4Ku","IB8E  1973","1977","1981","","","A-4M IB8E  1973-L"
"A-4Ku","IB8E  1975","1977","1982","","","A-4M IB8E  1975-L"
"A-4Ku","IB8E  1978","1978","1994","","","A-4M IB8E  1978-L"
"A-4Ku","IB8E  1979","1979","1986","","","A-4M IB8E  1979-L"
"A-4Ku","IB8E  1980","1980","1994","","","A-4M IB8E  1980-L"
"A-4Ku","IB8E  1983","1983","1994","","","A-4M IB8E  1983-L"
"A-4Ku","UR1   1963","1977","1994","","","A-4M UR1   1963-L"
"A-4Ku","UR1E  1963","1977","1994","","","A-4M UR1E  1963-L"
"A-4Ku","UR2   1963","1977","1994","","","A-4M UR2   1963-L"
"A-4Ku","UR2E  1963","1977","1994","","","A-4M UR2E  1963-L"
"A-4Ku","UR3   1963","1977","1994","","","A-4M UR3   1963-L"
"A-4Ku","UR3E  1963","1977","1994","","","A-4M UR3E  1963-L"
"A-4M","AW1   1957","1971.155","1992","","","A-4M AW1   1957-L"
"A-4M","AW1E  1957","1971.155","1992","","","A-4M AW1E  1957-L"
"A-4M","AW2   1963","1971.155","1973","","","A-4M AW2   1963-L"
"A-4M","AW2   1964","1971.155","1974","","","A-4M AW2   1964-L"
"A-4M","AW2   1968","1971.155","1970","","","A-4M AW2   1968-L"
"A-4M","AW2   1970","1971.155","1974","","","A-4M AW2   1970-L"
"A-4M","AW2   1971","1971.155","1980","","","A-4M AW2   1971-L"
"A-4M","AW2   1973","1973","1981","","","A-4M AW2   1973-L"
"A-4M","AW2   1975","1975","1982","","","A-4M AW2   1975-L"
"A-4M","AW2   1978","1978","1992","","","A-4M AW2   1978-L"
"A-4M","AW2   1979","1979","1986","","","A-4M AW2   1979-L"
"A-4M","AW2   1980","1980","1992","","","A-4M AW2   1980-L"
"A-4M","AW2   1983","1983","1992","","","A-4M AW2   1983-L"
"A-4M","AW2E  1963","1971.155","1973","","","A-4M AW2E  1963-L"
"A-4M","AW2E  1964","1971.155","1974","","","A-4M AW2E  1964-L"
"A-4M","AW2E  1968","1971.155","1970","","","A-4M AW2E  1968-L"
"A-4M","AW2E  1970","1971.155","1974","","","A-4M AW2E  1970-L"
"A-4M","AW2E  1971","1971.155","1980","","","A-4M AW2E  1971-L"
"A-4M","AW2E  1973","1973","1981","","","A-4M AW2E  1973-L"
"A-4M","AW2E  1975","1975","1982","","","A-4M AW2E  1975-L"
"A-4M","AW2E  1978","1978","1992","","","A-4M AW2E  1978-L"
"A-4M","AW2E  1979","1979","1986","","","A-4M AW2E  1979-L"
"A-4M","AW2E  1980","1980","1992","","","A-4M AW2E  1980-L"
"A-4M","AW2E  1983","1983","1992","","","A-4M AW2E  1983-L"
"A-4M","GM2   1960","1971.155","1974","","","A-4M GM2   1960-L"
"A-4M","GM2E  1960","1971.155","1974","","","A-4M GM2E  1960-L"
"A-4M","GM3E  1962","1971.155","1980","","","A-4M GM3E  1962-L"
"A-4M","GM4   1964","1971.155","1974","","","A-4M GM4   1964-L"
"A-4M","GM4E  1964","1971.155","1974","","","A-4M GM4E  1964-L"
"A-4M","GM5   1963","1971.155","1973","","","A-4M GM5   1963-L"
"A-4M","GM5   1964","1971.155","1974","","","A-4M GM5   1964-L"
"A-4M","GM5   1968","1971.155","1974","","","A-4M GM5   1968-L"
"A-4M","GM5   1970","1971.155","1974","","","A-4M GM5   1970-L"
"A-4M","GM5   1971","1971.155","1974","","","A-4M GM5   1971-L"
"A-4M","GM5   1973","1973","1974","","","A-4M GM5   1973-L"
"A-4M","GM5E  1963","1971.155","1973","","","A-4M GM5E  1963-L"
"A-4M","GM5E  1964","1971.155","1974","","","A-4M GM5E  1964-L"
"A-4M","GM5E  1968","1971.155","1974","","","A-4M GM5E  1968-L"
"A-4M","GM5E  1970","1971.155","1974","","","A-4M GM5E  1970-L"
"A-4M","GM5E  1971","1971.155","1974","","","A-4M GM5E  1971-L"
"A-4M","GM5E  1973","1973","1974","","","A-4M GM5E  1973-L"
"A-4M","GM6   1963","1971.155","1973","","","A-4M GM6   1963-L"
"A-4M","GM6   1964","1971.155","1974","","","A-4M GM6   1964-L"
"A-4M","GM6   1968","1971.155","1970","","","A-4M GM6   1968-L"
"A-4M","GM6   1970","1971.155","1974","","","A-4M GM6   1970-L"
"A-4M","GM6   1971","1971.155","1980","","","A-4M GM6   1971-L"
"A-4M","GM6   1973","1973","1980","","","A-4M GM6   1973-L"
"A-4M","GM6   1975","1975","1980","","","A-4M GM6   1975-L"
"A-4M","GM6   1978","1978","1980","","","A-4M GM6   1978-L"
"A-4M","GM6   1979","1979","1980","","","A-4M GM6   1979-L"
"A-4M","GM6E  1963","1971.155","1973","","","A-4M GM6E  1963-L"
"A-4M","GM6E  1964","1971.155","1974","","","A-4M GM6E  1964-L"
"A-4M","GM6E  1968","1971.155","1970","","","A-4M GM6E  1968-L"
"A-4M","GM6E  1970","1971.155","1974","","","A-4M GM6E  1970-L"
"A-4M","GM6E  1971","1971.155","1980","","","A-4M GM6E  1971-L"
"A-4M","GM6E  1973","1973","1980","","","A-4M GM6E  1973-L"
"A-4M","GM6E  1975","1975","1980","","","A-4M GM6E  1975-L"
"A-4M","GM6E  1978","1978","1980","","","A-4M GM6E  1978-L"
"A-4M","GM6E  1979","1979","1980","","","A-4M GM6E  1979-L"
"A-4M","GM7   1970","1971.155","1980","","","A-4M GM7   1970-L"
"A-4M","GM7   1971","1971.155","1980","","","A-4M GM7   1971-L"
"A-4M","GM7   1973","1973","1980","","","A-4M GM7   1973-L"
"A-4M","GM7   1975","1975","1980","","","A-4M GM7   1975-L"
"A-4M","GM7   1978","1978","1980","","","A-4M GM7   1978-L"
"A-4M","GM7   1979","1979","1980","","","A-4M GM7   1979-L"
"A-4M","GM8   1973","1973","1985","","","A-4M GM8   1973-L"
"A-4M","GM8   1976","1976","1992","","","A-4M GM8   1976-L"
"A-4M","GM8   1986","1986","1992","","","A-4M GM8   1986-L"
"A-4M","GM8   1989","1989","1992","","","A-4M GM8   1989-L"
"A-4M","GM8   1990","1990","1992","","","A-4M GM8   1990-L"
"A-4M","GM8E  1973","1973","1985","","","A-4M GM8E  1973-L"
"A-4M","GM8E  1976","1976","1992","","","A-4M GM8E  1976-L"
"A-4M","GM8E  1986","1986","1992","","","A-4M GM8E  1986-L"
"A-4M","GM8E  1989","1989","1992","","","A-4M GM8E  1989-L"
"A-4M","GM8E  1990","1990","1992","","","A-4M GM8E  1990-L"
"A-4M","IB1   1963","1971.155","1973","","","A-4M IB1   1963-L"
"A-4M","IB1   1964","1971.155","1974","","","A-4M IB1   1964-L"
"A-4M","IB1   1968","1971.155","1970","","","A-4M IB1   1968-L"
"A-4M","IB1   1970","1971.155","1974","","","A-4M IB1   1970-L"
"A-4M","IB1   1971","1971.155","1980","","","A-4M IB1   1971-L"
"A-4M","IB1   1973","1973","1981","","","A-4M IB1   1973-L"
"A-4M","IB1   1975","1975","1982","","","A-4M IB1   1975-L"
"A-4M","IB1   1978","1978","1992","","","A-4M IB1   1978-L"
"A-4M","IB1   1979","1979","1986","","","A-4M IB1   1979-L"
"A-4M","IB1E  1963","1971.155","1973","","","A-4M IB1E  1963-L"
"A-4M","IB1E  1964","1971.155","1974","","","A-4M IB1E  1964-L"
"A-4M","IB1E  1968","1971.155","1970","","","A-4M IB1E  1968-L"
"A-4M","IB1E  1970","1971.155","1974","","","A-4M IB1E  1970-L"
"A-4M","IB1E  1971","1971.155","1980","","","A-4M IB1E  1971-L"
"A-4M","IB1E  1973","1973","1981","","","A-4M IB1E  1973-L"
"A-4M","IB1E  1975","1975","1982","","","A-4M IB1E  1975-L"
"A-4M","IB1E  1978","1978","1992","","","A-4M IB1E  1978-L"
"A-4M","IB1E  1979","1979","1986","","","A-4M IB1E  1979-L"
"A-4M","IB2E  1963","1971.155","1973","","","A-4M IB2E  1963-L"
"A-4M","IB2E  1964","1971.155","1974","","","A-4M IB2E  1964-L"
"A-4M","IB2E  1968","1971.155","1970","","","A-4M IB2E  1968-L"
"A-4M","IB2E  1970","1971.155","1974","","","A-4M IB2E  1970-L"
"A-4M","IB2E  1971","1971.155","1980","","","A-4M IB2E  1971-L"
"A-4M","IB2E  1973","1973","1981","","","A-4M IB2E  1973-L"
"A-4M","IB2E  1975","1975","1982","","","A-4M IB2E  1975-L"
"A-4M","IB2E  1978","1978","1992","","","A-4M IB2E  1978-L"
"A-4M","IB2E  1979","1979","1986","","","A-4M IB2E  1979-L"
"A-4M","IB3   1970","1971.155","1992","","","A-4M IB3   1970-L"
"A-4M","IB3E  1970","1971.155","1992","","","A-4M IB3E  1970-L"
"A-4M","IB4   1970","1971.155","1992","","","A-4M IB4   1970-L"
"A-4M","IB4E  1970","1971.155","1992","","","A-4M IB4E  1970-L"
"A-4M","IB5   1970","1971.155","1974","","","A-4M IB5   1970-L"
"A-4M","IB5   1971","1971.155","1980","","","A-4M IB5   1971-L"
"A-4M","IB5   1973","1973","1981","","","A-4M IB5   1973-L"
"A-4M","IB5   1975","1975","1982","","","A-4M IB5   1975-L"
"A-4M","IB5   1978","1978","1992","","","A-4M IB5   1978-L"
"A-4M","IB5   1979","1979","1986","","","A-4M IB5   1979-L"
"A-4M","IB5   1980","1980","1992","","","A-4M IB5   1980-L"
"A-4M","IB5   1983","1983","1992","","","A-4M IB5   1983-L"
"A-4M","IB5E  1970","1971.155","1974","","","A-4M IB5E  1970-L"
"A-4M","IB5E  1971","1971.155","1980","","","A-4M IB5E  1971-L"
"A-4M","IB5E  1973","1973","1981","","","A-4M IB5E  1973-L"
"A-4M","IB5E  1975","1975","1982","","","A-4M IB5E  1975-L"
"A-4M","IB5E  1978","1978","1992","","","A-4M IB5E  1978-L"
"A-4M","IB5E  1979","1979","1986","","","A-4M IB5E  1979-L"
"A-4M","IB5E  1980","1980","1992","","","A-4M IB5E  1980-L"
"A-4M","IB5E  1983","1983","1992","","","A-4M IB5E  1983-L"
"A-4M","IB6E  1970","1971.155","1974","","","A-4M IB6E  1970-L"
"A-4M","IB6E  1971","1971.155","1980","","","A-4M IB6E  1971-L"
"A-4M","IB6E  1973","1973","1981","","","A-4M IB6E  1973-L"
"A-4M","IB6E  1975","1975","1982","","","A-4M IB6E  1975-L"
"A-4M","IB6E  1978","1978","1992","","","A-4M IB6E  1978-L"
"A-4M","IB6E  1979","1979","1986","","","A-4M IB6E  1979-L"
"A-4M","IB6E  1980","1980","1992","","","A-4M IB6E  1980-L"
"A-4M","IB6E  1983","1983","1992","","","A-4M IB6E  1983-L"
"A-4M","IB7   1970","1971.155","1974","","","A-4M IB7   1970-L"
"A-4M","IB7   1971","1971.155","1980","","","A-4M IB7   1971-L"
"A-4M","IB7   1973","1973","1981","","","A-4M IB7   1973-L"
