DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"MPQ-48","MPQ-48","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-48 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  Ref Range is accurate.","74","52","360","-10","15","3","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-50","MPQ-50","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-50 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  Ref Range is Accurate.","125","79","360","10","55","3","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-53","MPQ-53","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-53 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically. Max range is accurate.","170","88.3","360","0-5","75","2.77","GenericSensor","0","0.1","0.09","3000000000","3500000000","99","1","1","80","70","9","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-55","MPQ-55","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-55 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  Output doubled over MPQ-48, increases ref_range accordingly, estimates increase at 18.9%.","80","61.83","360","-10","15","3","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-57","MPQ-57","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-57 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  Ref Range scaled against known Ref Range of MPQ-46","45","84.38","360","-10","55","2","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-61","MPQ-61","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-61 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  Ref Range scaled against known Ref Range of MPQ-46","50","93.75","360","-10","55","2","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-62","MPQ-62","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-62 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  No changes in performance over MPQ-55 in GCB terms.","80","61.83","360","-10","15","3","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MPQ-64","MPQ-64","0","0","1","0","0","1900","2999","","","null","null","null","MPQ-64 Search Radar","needs updating with accurate details.  Current info 'generated' mathematically.  Range, scan rate, and elevations are accurate.","74","30","360","-10","55","2","GenericSensor","0","0.2","0.17","3000000000","3500000000","99","1","0","80","70","12","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"MR-105 (Port)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Bass Tilt. Fire control radar for AK-630 CIWS installed aboard numerous Russian surface combatants.","","55","17","180","-18","36","10","GenericSensor","0.01","0.05","0.05","3000000000","3500000000","99","1","1","60","50","1","0","700","0","0","3000000","5","3","-30","0","1","1","0"
"MR-105 (Stbd)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Bass Tilt. Fire control radar for AK-630 CIWS installed aboard numerous Russian surface combatants.","","55","17","180","-18","36","10","GenericSensor","0.01","0.05","0.05","3000000000","3500000000","99","1","1","60","50","1","0","700","0","0","3000000","5","3","-30","0","1","1","0"
"MR-123 Vympel FC","Bass Tilt FC","0","0","0","0","0","1900","2999","","","null","null","null","","","50","20","360","0","55","3","GenericSensor","0.01","0.04","0.65","3000000000","3500000000","99","1","0","60","50","6","0","2.5","-3","-12","3000000","5","3","-30","1","1","1","1"
"MR-184","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Kite Screech. Fire control radar for anti-ship guns installed aboard numerous Russian surface combatants.","","75","23","270","-30","75","12","GenericSensor","5","0.03","0.03","3000000000","3500000000","99","1","0","80","70","1","0","0","0","0","3000000","5","1","-30","1","1","0","0"
"MR-212 Nvada","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Palm Frond. Surface search radar installed aboard several Russian surface combatants.","","65","13.85","360","-35","70","8.63","GenericSensor","0","0.65","0.43","3000000000","3500000000","99","1","1","60","50","0","0","2.5","0","0","3000000","5","5","-30","1","0","0","0"
"MR-302M Topaz","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Strut Pair II. Air search radar installed aboard several Russian surface combatants.","","280","77.54","360","-35","70","8.63","GenericSensor","0","0.27","0.18","3000000000","3500000000","99","1","1","87","77","4","0","2.5","0","0","3000000","5","5","-30","0","1","1","0"
"MR-310U Angara M(Head Net C)","","0","0","0","0","0","1900","2999","","","null","null","null","MR-310U Angara M(Head Net C)_AS/SS_Max=128km_Ref=21.619km","values modified to allow better usage of command guided missiles.  V-600 uses det_range of 21.25m.  0.0007 range error, 0.05 elevation/angle errors result in 10.5m and 13.9m at 15km range, for a 3d maximum error of 21.28m.  Scan rate boosted.","128","21.62","360","0","55","2","GenericSensor","0.0007","0.05","0.05","3000000000.0","3500000000.0","99","1","1","37.5","27.5","6","0","2.5","-3","-12","3000000.0","5","10.39","-30","1","1","1","1"
"MR-350 Podkat (Port Pair)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Cross Sword. Fire control radar for the SA-N-9.","error level assigned to suport SA-N-9, 9M330 Kinzhal, command guided to 7.2km, 11.4m det range, 11.44m error assigned at 7.2km.","55","17.4","180","-15","60","2","GenericSensor","0.001","0.05","0.05","3000000000.0","3500000000.0","99","1","1","76","66","4","0","0","0","0","3000000.0","5","7","-30","0","1","1","0"
"MR-350 Podkat (Stbd Pair)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Cross Sword. Fire control radar for the SA-N-9.","error level assigned to suport SA-N-9, 9M330 Kinzhal, command guided to 7.2km, 11.4m det range, 11.44m error assigned at 7.2km.","55","17.4","180","-15","60","2","GenericSensor","0.001","0.05","0.05","3000000000.0","3500000000.0","99","1","1","76","66","4","0","0","0","0","3000000.0","5","7","-30","0","1","1","0"
"MR-352 Positiv ME-1.2 (Port Array)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Cross Round. Fire control radar for Russian Kashtan-M CIWS installed aboard a number of Russian surface combatants.","","150","47","180","-30","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","24","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-352 Positiv ME-1.2 (Port Pair)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Cross Round. Fire control radar for Russian Kashtan-M CIWS installed aboard a number of Russian surface combatants.","","150","47","180","-30","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","12","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-352 Positiv ME-1.2 (Stbd Array)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Cross Round. Fire control radar for Russian Kashtan-M CIWS installed aboard a number of Russian surface combatants.","","150","47","180","-30","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","24","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-352 Positiv ME-1.2 (Stbd Pair)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Cross Round. Fire control radar for Russian Kashtan-M CIWS installed aboard a number of Russian surface combatants.","","150","47","180","-30","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","12","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-500 Kliver","Big Net","0","0","0","0","0","1900","2999","","","null","null","null","MR-500 Kliver(Big Net)_AS/SS_Max=370km_Ref=200.624km","","370","200.62","360","0","36.83","7.76","GenericSensor","0.02","0.1","0.65","3000000000.0","3500000000.0","99","1","1","31.44","21.44","6","0","2.5","-3","-12","3000000.0","5","10.39","-30","1","1","1","1"
"MR-600 Voskhod AS","Top Sail AS","0","0","1","0","0","1900","2999","","","null","null","null","Large 3D frequency scanning radar","45 m2 aperture","500","100","360","-5","55","10","GenericSensor","0","0.19","0.12","3000000000","3500000000","99","2","1","80","70","4","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"MR-700A Fregat AS/SS","","0","0","1","0","0","1900","2999","","","null","null","null","(Top Plate) Sovremenny 3D D/E-Band air search radar","","600","166.16","360","-35","70","8.63","GenericSensor","0","0.19","0.12","3000000000","3500000000","99","1","1","80","70","4","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","0"
"MR-750 Fregat M2EM","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Top Plate. Upgraded version of the 3D air/surface search radars installed aboard numerous Russian surface combatants.","","565","178","360","-25","55","2.5","GenericSensor","0.12","0.5","0.4","3000000000","3500000000","99","1","1","61","51","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"MR-90 Oriech FC (Port Array)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Front Dome. Russian SAM fire control radar array installed aboard Sovremenny Class DDGs.","","131","41.54","190","-35","70","8.63","GenericSensor","0.01","0.37","0.25","3000000000","3500000000","99","1","0","60","50","3","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-90 Oriech FC (Port Pair)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Front Dome. Russian SAM fire control radar.","","131","41.54","190","-35","70","8.63","GenericSensor","0.01","0.37","0.25","3000000000","3500000000","99","1","0","60","50","2","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-90 Oriech FC (Stbd Array)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Front Dome. Russian SAM fire control radar array installed aboard Sovremenny Class DDGs.","","131","41.54","190","-35","70","8.63","GenericSensor","0.01","0.37","0.25","3000000000","3500000000","99","1","0","60","50","3","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-90 Oriech FC (Stbd Pair)","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Front Dome. Russian SAM fire control radar.","","131","41.54","190","-35","70","8.63","GenericSensor","0.01","0.37","0.25","3000000000","3500000000","99","1","0","60","50","2","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"MR-90 Oriech FC","","0","0","1","0","0","1900","2999","","","null","null","null","(Front Dome) Sovremenny SAM fire control radar. Doubles as MR-218 Kite Screech.","","500","41.54","360","-35","70","8.63","GenericSensor","0.01","0.37","0.25","3000000000","3500000000","99","1","0","60","50","4","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"MRK-50 SS","Snoop Tray 2","0","0","0","0","0","1900","2999","","","null","null","null","MRK-50 Kaskad surface search radar.","Max=65km; Ref=57.847km","65","57.85","360","0","36.83","7.76","GenericSensor","0.13","0.1","0.65","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","1"
"MRK-50E SS","Snoop Tray 2","0","0","0","0","0","1900","2999","","","null","null","null","Export Version of MRK-50 Kaskad surface search radar.","Given that its an export version, im assuming inferior performance. Degrading the system by 10%.","65","52.85","360","0","36.83","7.76","GenericSensor","0.143","0.11","0.715","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","0"
"MRKP-58 Radian(Snoop pair)","","0","0","0","0","0","1900","2999","","","null","null","null","MRKP-58 Radian(Snoop pair); SS Max=65km; Ref=57.847km","","65","57.85","360","0","36.83","7.76","GenericSensor","0.13","0.1","0.65","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","1"
"MRP-25 SS","","0","0","1","0","0","1900","2999","","","null","null","null","Charlie I surface search radar","","50","11.08","360","-35","70","8.63","GenericSensor","0","0.72","0.48","3000000000","3500000000","99","1","1","60","50","0","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","0"
"N-001VEP-SAR","","0","0","","","","1900","2999","","","null","null","null","","Marcos","400","20","120","-55","55","6","GenericSensor","0","0","90","3000000000","3500000000","99","3","1","49","39","0","0","0","0","0","3000000","5","3","-30","1","0","0","1"
"N-001VEP-SnPx1","","0","0","","","","1900","2999","","","null","null","null","","Marcos","150","80","120","-55","55","6","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","49","39","1","0","60","0","0","3000000","5","3","-30","0","1","0","0"
"N-001VEP-SnPx2","","0","0","","","","1900","2999","","","null","null","null","","Marcos","150","80","120","-55","55","6","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","49","39","2","0","60","0","0","3000000","5","3","-30","0","1","0","0"
"N-010 Zhuk-M","","0","0","1","0","0","1900","2999","","","null","null","null","Zhuk-ME, AS/SS, Ref Range=62.437km","","300","62.44","170","-40","56","7.76","GenericSensor","0.03","0.1","0.65","3000000000","3500000000","99","1","1","37.88","27.88","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"N-019 Sapfir-29 Slot Back","","0","0","1","0","0","1900","2999","","","null","null","null","N-019 Sapfir-29(Slot Back), AS/SS, Ref Range=41.121km","","170","41.12","134","-38","60","7.76","GenericSensor","0.05","0.1","0.65","3000000000","3500000000","99","1","1","44.11","34.11","1","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"N-019M Sapfir-29 Slot Back","","0","0","1","0","0","1900","2999","","","null","null","null","N-019 Sapfir-29(Slot Back), AS/SS, Ref Range=41.121km","","170","41.12","134","-38","60","7.76","GenericSensor","0.05","0.1","0.65","3000000000","3500000000","99","1","1","44.11","34.11","2","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"N001E Myech AS","","0","0","1","0","0","1900","2999","","","null","null","null","Su-27 coherent pulse doppler radar","","240","66.47","150","-15","30","3.63","GenericSensor","0","0.3","0.2","3000000000","3500000000","99","1","1","70","60","2","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"Nayada SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","8.31","360","-35","70","8.63","GenericSensor","0","0.84","0.56","3000000000","3500000000","99","1","1","53","43","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
