"DatabaseClass text primary key","NATO_ASCC text","ModelClassId numeric","ClassificationId numeric","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","Damage numeric","DamageModel text","LaunchSpeed_mps numeric","targetFlags numeric","MinLaunchAlt_m numeric","MaxLaunchAlt_m numeric","MinRange_km numeric","MaxRange_km numeric","ProbNoFaults numeric","PayloadClass text","PayloadQuantity numeric","DatalinkRange_km real","AcceptsUserCommands numeric","DetonationRange_m numeric","RCS_dBsm numeric","RCS_Model text","OpticalCrossSection_dBsm numeric","IRSignature_dB numeric","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","DragArea_sm numeric","Gmax numeric","MaxTurnRate_degps numeric","Cdpsub numeric","Cdptran numeric","Cdpsup numeric","Mcm numeric","Msupm numeric","BoostThrust_N numeric","BoostTime_s numeric","SustThrust_N numeric","SustTime_s numeric","ShutdownSpeed_mps numeric","SensorClass text","NeedsFireControl numeric","AcceptsWaypoints numeric","Rng1_km numeric","Alt1_m numeric","AltMode1 numeric","GuidMode1 numeric","Rng2_km numeric","Alt2_m numeric","AltMode2 numeric","GuidMode2 numeric","Rng3_km numeric","Alt3_m numeric","AltMode3 numeric","GuidMode3 numeric","Rng4_km numeric","Alt4_m numeric","AltMode4 numeric","GuidMode4 numeric","Rng5_km numeric","Alt5_m numeric","AltMode5 numeric","GuidMode5 numeric","Rng6_km numeric","Alt6_m numeric","AltMode6 numeric","GuidMode6 numeric","Rng7_km numeric","Alt7_m numeric","AltMode7 numeric","GuidMode7 numeric","Rng8_km numeric","Alt8_m numeric","AltMode8 numeric","GuidMode8 numeric","DamageEffect text"
"FIM-92 Stinger","","5","64","50000","10.1","3","1900","2999","","","","mis/icoFIM-92.jpg","roland-sam.xml","Ship-Air US MANPAD - Mach 2.2, Range 3.4 km, ETA 8 Seconds","finally got around to editing this missile.  modified from Mistral which met given specs.  Stinger was given slightly lower drag, much less thrust power over a slightly longer duration, and a more normal shutdown speed.  achieves mach 2.2, and has highly variable range depending on target alt.  3.1km @ 3000m alt, 4km @ 1500m, 4.15km @ 15m.  the motor is dual pulse, which i assume means boost sustain, however I am treating it like the Mistral in this case, in that the booster is only used to exit the launch tube.","0.6","BlastFragAir2kg","40","10","0","34567","0.5","3.4","0.85","","","0","0","5.975142264","-22.1","MissileRCS1","-7.87","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.2","0","1","25","133","0.00198","0.00225","0.0018","0.8","1.2","2900","3","0","0","400","FIM-92 IR Seeker","0","0","5","1000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"FireStreak","","5","64","90000","136","1","1958","2999","","","","mis/icoFIRESTREAK.jpg","AIM-9LandM.xml","De Haviland Firestreak.  Engages a 550kt target headon at 8km range.","","4.5","BlastFragAir23kg","0","2","0","34567","0.9","5.52","0.85","","","0","0","9.573468275","-12","MissileRCS1","-4.2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3.2","0","1","7","36.17","0.084","0.105","0.07","0.8","1.2","82000","1.5","0","0","400","FireStreak IR Seeker","0","0","0.01","12000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Gabriel Mk3A/S","","5","64","","600","","1900","2999","","","","mis/icoGABRIELMK3AS.jpg","am-39.xml","","Marcos","150","Pen150kg","0","1","100","17000","7","80","0.85","","","0","0","0","-8.6","MissileRCS1","-3","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","8","10","0.44","1","3","0.9","1","100000","2","100000","300","100","GabrielMk3AS","0","0","80","20","2","1","40","20","0","1","20","10","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"HHQ-9A","","5","64","100000","330","1","1995","2999","","","","mis/icoHHQ-9A.jpg","roland-sam.xml","Chinese SAM based on Russian S-300 (NATO SA-10 Grumble)","Contributed by greengills-rewritten by amram.  Bruteforced profiles are so damned irritating.","180","BlastFragAir100kg","0","10","0","34567","2","148","0.85","","","0","0","17.05254655","-4.6","MissileRCS1","4.21","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.8","0","1","25","106.191","0.036","0.045","0.03","0.8","1.2","130000","9","0","0","400","HHQ-9A Seeker","1","0","30","18025","0","0","0.01","6000","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Hsiung Feng-II","","5","64","300000","685","3","1900","2999","","","","mis/icoHSIUNGFENGii.jpg","mm-38.xml","Taiwan anti-ship missile","","65","Pen220kg","0","1","0","34567","2","80","0.85","","","0","0","0","-8.3","MissileRCS1","1.19","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","5","36.4","0.024","0.03","0.02","0.8","1.2","32340","4.8","3234","263","250","Feng-II Seeker","0","0","20","6","0","1","0.01","6","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Igla-M SAM","SA-N-10 Grouse","5","64","50000","10.8","3","1900","2999","","","","mis/icoIGLA-M.jpg","rapier-sam.xml","(SA-N-10 Grouse) Sub-launched version of man-portable SAM","","3","BlastFragAir1.2kg","0","10","-1","34567","1","3.5","0.85","","","0","0","5.770345692","-21.8","MissileRCS1","-8.16","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.2","0","1","15","91.021","0.0018","0.00225","0.0015","0.9","1.1","2850","3","0","0","350","Igla-M Infrared","0","0","0","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"IRIS-T","","5","64","90000","87.4","1","2004.3","2999","","","","mis/icoIRIS-T.jpg","AIM-9LandM.xml","IRIS-T air-to-air missile, 550kt target engaged at 25.5km  ETA 27 seconds","","10.2","BlastFragAir10.5kg","0","2","0","34567","1","17.93","0.85","","","0","0","7.628304272","-16.9","MissileRCS1","-4.2","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M3","0","1","60","283.18","0.0156","0.0195","0.013","0.8","1.2","13970","6","0","0","450","AIM-9X Seeker","0","0","0.01","12000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"KFR-1","SSC-2 Salish","5","64","0","300","3","1900","2999","","","","mis/icoKFR-1.jpg","KS-1 Kometa.xml","KRS-1 Salish 598kts at 200m 100km Range ETA 5 minutes, 53 Seconds.","Surface-to-surface version of KS-1 (AS-1 Kennel)","450","Blast600kg","0","4","-30","34567","2","100","0.85","","","0","0","13.6","6","MissileRCS1","3.65","0","IR_M_S_LP_M0.85","Default","IR_M_S_LP_Super_M1.1","0","19.57","5","53.1","0.12","0.15","0.1","0.8","1.2","80000","6","16900","312","200","","0","0","15","200","0","1","0.01","0","3","1","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Kh-15","AS-16 Kickback N","5","64","700000","1100","0","1980","2999","","","","mis/icoKH-15.jpg","mm-38.xml","Rhaduga Kh-15/RKV-15 short-range air-to-surface missile. Nuclear version for use against land area or ship targets.","http://www.missilethreat.com/cruise/id.84/cruise_detail.asp  Range of 150 km from medium altitude, 100 km from low altitude. Mach5 at high altitude. Mach2 at low altitude","221","Nuclear-350kT","0","5","2600","34567","30","200","0.85","","","0","0","340","-5.8","MissileRCS1","8.33","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M3.2","0","0.01","15","49.7","0.14","0.2","0.9","4.5","5","110000","30","20000","110","200","","0","0","50","40000","0","1","0.1","200","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-15A","AS-16 Kickback A","5","64","700000","1200","0","1980","2999","","","","mis/icoKH-15A.jpg","mm-38.xml","Rhaduga Kh-15/RKV-15 short-range air-to-surface missile. Anti-ship version also marketed as Kh-15S","http://www.missilethreat.com/cruise/id.84/cruise_detail.asp  Range of 150 km from medium altitude, 100 km from low altitude. Mach5 at high altitude. Mach2 at low altitude","221","Pen250kg","0","5","2600","34567","30","200","0.85","","","0","0","0","-5.8","MissileRCS1","8.33","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M3.2","0","0.01","15","49.7","0.14","0.2","0.9","4.5","5","110000","30","20000","110","200","Kh-15 Seeker","0","0","55","40000","0","1","45","10000","0","1","0.1","200","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-15P","AS-16 Kickback ARM","5","64","700000","1200","0","1980","2999","","","","mis/icoKH-15P.jpg","mm-38.xml","Rhaduga Kh-15/RKV-15 short-range air-to-surface missile. Anti-radar version.","http://www.missilethreat.com/cruise/id.84/cruise_detail.asp  Range of 150 km from medium altitude, 100 km from low altitude. Mach5 at high altitude. Mach2 at low altitude","221","Blast250kg","0","5","2600","34567","30","200","0.85","","","0","0","8.5","-5.8","MissileRCS1","8.33","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M3.2","0","0.01","15","49.7","0.14","0.2","0.9","4.5","5","110000","30","20000","110","200","Kh-15P Seeker","0","0","50","40000","0","1","0.1","200","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-22","AS-4 Kitchen","5","64","500000","5780","1","1971","2999","","","","mis/icoKH-22.jpg","as-4.xml","Kh-22 Anti Ship Cruise Missile Do not launch from less than 550kts unless at high altitude, it may not complete the climb to altitude.  Greater than 550km possible.  ETA 11 minutes 9 seconds.","","70","Blast1000kg","0","1","2200","34567","50","400","0.85","","","0","0","0","6.2","MissileRCS1","8.33","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M2.4","0","1","15","49.6","0.143","0.163","0.13","0.9","1.1","110000","30","4600","420","300","Kh-22 Seeker","0","0","148","22500","0","1","0.01","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg2"
"Kh-22M","AS-4 Kitchen","5","64","700000","5780","1","1971","2999","","","","mis/icoKH-22M.jpg","mm-38.xml","Kh-22M Anti Ship Cruise Missile Do not launch from less than 550kts unless at high altitude, it may not complete the climb to altitude.  Greater than 550km possible.  ETA 11 minutes 9 seconds.","","221","Blast1000kg","0","1","2200","34567","50","400","0.85","","","0","0","0","6.2","MissileRCS1","8.33","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M2.4","0","0.01","15","49.7","0.143","0.163","0.13","0.9","1.1","110000","30","4600","420","300","Kh-22 Seeker","0","0","148","22500","0","1","0.1","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg2"
"Kh-22MP","AS-4 Kitchen MP","5","64","700000","5900","1","1971","2999","","","","mis/icoKH-22MP.jpg","mm-38.xml","Kh-22MP Anti Radar Cruise Missile Anti Ship Cruise Missile Do not launch from less than 550kts unless at high altitude, it may not complete the climb to altitude.  Greater than 620km possible.  ETA 12 minutes 33 seconds.","","221","BlastFragMis1000kg","0","5","2600","34567","50","400","0.85","","","0","0","26.74791964","6.2","MissileRCS1","8.33","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M2.4","0","0.01","15","49.7","0.143","0.163","0.13","0.9","1.1","110000","30","4600","420","300","Kh-22MP Seeker","0","0","148","22500","0","1","0.1","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg2"
"Kh-22N","AS-4 Kitchen N","5","64","700000","5900","0","1971","2999","","","","mis/icoKH-22N.jpg","mm-38.xml","Kh-22N Nuclear Cruise Missile","","221","Nuclear-350kT","0","5","2600","34567","100","750","0.85","","","0","0","750","6.2","MissileRCS1","8.33","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M2.4","0","0.01","15","49.7","0.143","0.163","0.13","0.9","1.1","110000","30","4600","420","300","","0","0","50","22500","0","1","0.1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg2"
"Kh-23","AS-7 Kerry","5","64","0","286","1","1974","1998","","","","mis/icoKH-23.jpg","roland-sam.xml","Kh-23 ASM 10km range ETA 25 seconds","","180","Pen110kg","0","5","0","34567","3","10","0.85","","","0","0","0","-8.3","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2","0","1","5","42.476","0.0715","0.08125","0.065","0.8","1.2","82000","2","19500","13","250","AS 30 Seeker","0","0","0.01","0","2","2","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"Kh-25ML","AS-10 Karen ML","5","64","125000","300","1","1975","2999","","","","mis/icoKH-25ML.jpg","am-39.xml","Kh-25ML Laser Guided Missile 10km range ETA 37 seconds","","80","Pen140kg","0","5","100","34567","1","10","0.85","","","0","0","0","6.2","MissileRCS1","5","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.3","0","1","15","82","0.084","0.105","0.07","0.8","1.2","7000","174.5","0","0","200","Laser seeker 10km","0","0","0.1","7000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-25MP","AS-12 Kegler","5","64","125000","320","1","1975","2999","","","","mis/icoKH-25MP.jpg","am-39.xml","Kh-25MP Anti Radar Cruise Missile  60km Range ETA 2 minutes 59 seconds","","80","Pen140kg","0","5","100","34567","1","60","0.85","","","0","0","0","6.2","MissileRCS1","5","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.3","0","1","15","82","0.084","0.105","0.07","0.8","1.2","7000","174.5","0","0","200","Kh-25MP Seeker","0","0","0.1","7000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-29L","","5","64","125000","650","3","1980","2999","","","","mis/icoKH-29L.jpg","am-39.xml","Russian TV guided air to ground missile similar to Maverick","","56","Pen315kg","0","5","200","5000","3","30","0.85","","","0","0","0","-7.4","MissileRCS1","1.25","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.8","0","1","15","54.6","0.036","0.045","0.03","0.8","1.2","45000","5","0","0","300","Laser seeker 15km","1","0","0.01","0","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"Kh-29T","","5","64","125000","688","3","1980","2999","","","","mis/icoKH-29T.jpg","am-39.xml","Russian TV guided air to ground missile similar to Maverick","","56","Pen315kg","0","5","200","10000","1","30","0.85","","","0","0","0","-7.4","MissileRCS1","1.25","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.8","0","1","15","54.6","0.036","0.045","0.03","0.8","1.2","45000","5","0","0","300","Maverick Infrared","0","0","0.01","0","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"Kh-31P","","5","64","300000","600","1","1992","2999","","","","mis/icoKH-31P.jpg","am-39.xml","Kh-31P Anti Radar Missile","","56","BlastFragMis90kg","0","5","30","34567","2","110","0.85","","","0","0","11.29788761","-7.8","MissileRCS1","1.64","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M2.3","0","1","15","54.6","0.036","0.045","0.03","0.8","1.2","100000","3","9500","10","300","Kh-31P Seeker","0","0","15","20000","0","1","0.01","250","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-35","SS-N-25 Switchblade","5","64","0","603","3","1983","2999","","","","mis/icoKH-35.jpg","mm-38.xml","Ship-Surface Russian Surface to Surface  Missile - 583kts, Range 143 km, ETA 8 Minutes, 12 Seconds","","217.5","Pen145kg","0","1","0","34567","2","143.5","0.85","","","0","0","0","-6.5","MissileRCS1","2","0","IR_M_M_LP_M0.85","Default","IR_M_M_LP_Super_M1.6","0","1","20","87.4","0.0732","0.0915","0.061","0.8","1.2","10080","487.5","0","0","250","SS-N-25 seeker","0","0","30","15","0","1","0.01","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Kh-35U","AS-20 Kayak","5","64","300000","480","3","1994","2999","","","","mis/icoKH-35U.jpg","am-39.xml","Air launched version of Kh-35 anti-ship missile. NATO AS-20 Kayak","","150","Pen145kg","0","1","200","5000","5","147","0.85","","","0","0","0","-6.5","MissileRCS1","5","0","IR_M_S_LP_M0.85","Default","IR_M_S_LP_Super_M1.6","0","1","20","87.4","0.0732","0.0915","0.061","0.8","1.2","10080","487.5","0","0","250","Kh-35 Seeker","0","0","30","15","0","1","0.01","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Kh-55SE","","5","64","300000","1700","3","2000","2999","","","","mis/icoKH-55SE.jpg","am-39.xml","Raduga air-launched cruise missile. NATO AS-15 Kent","nothing uses me, so, ignoring for nowshould rework, can be carried by backfires, is fairly effective.","200","Pen420kg","0","4","200","11000","2","600","0.85","","","0","0","0","-4.7","MissileRCS1","5","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","15","90","0.2","0.8","2","0.75","0.75","100000","5","100000","2400","150","Generic Cruise Missile Seeker","0","0","20","150","1","1","2","80","1","1","0.01","0.01","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg2"
"Kh-58","AS-11 Kilter","5","64","125000","650","1","1982","2003","","","","mis/icoKH-58.jpg","am-39.xml","Kh-58 Anti Radar Cruise Missile  160km Range ETA 3 minutes 31 seconds","","80","BlastFragMis150kg","0","5","100","34567","1","160","0.85","","","0","0","13.96297981","-7.8","MissileRCS1","5","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3.8","0","1","10","42.476","0.022","0.025","0.02","0.8","1.2","110000","6","0","0","500","Kh-25MP Seeker","0","0","35","16200","0","1","32","0.01","0","1","0.01","0.01","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-58U","AS-11 Kilter","5","64","125000","650","1","1988","2020","","","","mis/icoKH-58U.jpg","am-39.xml","Kh-58 Anti Radar Cruise Missile 160km Range ETA 3 minutes 31 seconds, 15kT Nuclear Warhead.","","80","BlastFragMis150kg","0","5","100","34567","1","160","0.85","","","0","0","13.96297981","-7.8","MissileRCS1","5","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3.8","0","1","10","42.476","0.022","0.025","0.02","0.8","1.2","110000","6","0","0","500","Kh-25MP Seeker","0","0","35","16200","0","1","32","0.01","0","1","0.01","0.01","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-59","AS-18 Kazoo","5","64","300000","760","3","1982","2009","","","","mis/icoKH-59.jpg","am-39.xml","Air launched air-to-surface ground targets with EO seeker","need to rewrite this profile, skipped it for now","200","Blast320kg","0","5","200","11000","2","40","0.85","","","0","0","0","-7.4","MissileRCS1","5","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","15","90","0.2","0.8","2","0.8","0.8","100000","5","100000","150","150","Kh-59 TV","0","0","6","200","1","1","5","50","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-59M","AS-18 Kazoo","5","64","300000","930","3","1991","2999","","","","mis/icoKH-59M.jpg","am-39.xml","Air launched air-to-surface ground targets with EO seeker, extended range","","315","Blast320kg","0","5","200","11000","2","120","0.85","","","0","0","0","-4.4","MissileRCS1","5","0","IR_M_M_LP_M0.85","Default","IR_M_M_LP_Super_M1.1","0","1","15","90","0.2","0.8","2","0.85","0.85","100000","5","100000","425","150","Kh-59 TV","0","0","6","200","1","1","5","50","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Kh-59MK","AS-18 Kazoo","5","64","300000","930","3","1900","2999","","","","mis/icoKH-59MK.jpg","am-39.xml","Raduga anti-ship cruise missile. NATO AS-18 Kazoo","","315","Blast320kg","0","1","200","11000","2","280","0.85","","","0","0","0","-4.4","MissileRCS1","5","0","IR_M_M_LP_M0.85","Default","IR_M_M_LP_Super_M1.1","0","1","15","90","0.2","0.8","2","0.85","0.85","100000","5","100000","1010","150","Kh-59 Seeker","1","0","20","200","1","1","5","50","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"MAA-1A","","5","64","","89","","1900","2999","","","","mis/maa1aico.jpg","AIM-9LandM.xml","","Marcos-reworked by amram","12","BlastFragAir10kg","0","2","30","34567","0.5","14","0.85","","","0","0","7.562824054","-16.9","MissileRCS1","-3","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.8","0","1","45","212.382","0.0216","0.027","0.018","0.8","1.2","26000","2.2","0","0","450","MAA-1A SH","0","0","0.3","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
