"DatabaseClass text primary key","NATO_ASCC text","ModelClassId integer","ClassificationId integer","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","MaxSpeed_kts numeric","Accel_ktsps numeric","TurnRate_degps numeric","FuelCapacity_kg numeric","FuelRate_kgps real","Toughness numeric","DamageEffect text","Draft_m real","FlightportClass text","RCS_dBsm real","RCS_Model text","OpticalCrossSection_dBsm real","IRSignature_dB real","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","TS numeric","TS_Model text","AcousticModel text","SL_Model text"
"CVN-68 (Nimitz) USS Nimitz","","2","22","0","91487000","0","1975.25","1998.16","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Nimitz (CVN-68) is a supercarrier in the United States Navy, the lead ship of her class. She is one of the largest warships in the world. She was laid down, launched and commissioned as CVAN-68, but was redesignated CVN 68 (nuclear-powered multimission aircraft carrier) on 30 June 1975 as part of the fleet realignment of that year.  The ship was named for World War II Pacific fleet commander Chester W. Nimitz, who was the NavyÃƒâ€šÃ¢â‚¬â„¢s last fleet admiral. Unlike all subsequent Nimitz class carriers, Nimitz only uses her namesake's surname. She is also the only carrier of her class and the most recent supercarrier not to be named for someone who held elective office in the United States.  Nimitz was homeported at Naval Station Norfolk until 1987, when she was relocated to Puget Sound Naval Shipyard in Bremerton, Washington. After her mid-life overhaul and nuclear reactor refueling in 2001, Nimitz was relocated to NAS North Island, in San Diego, California.  Nimitz home port was changed from the NAS North Island, to Everett, Washington. This move is expected to save the Navy $100 million a year.","","33","0.1","8.43","12808180","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","63.966","ShipRCS1","38.893","15.501","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-68 (Nimitz) USS Nimitz(RCOH)","","2","22","0","91487000","0","2001.72","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Nimitz (CVN-68) is a supercarrier in the United States Navy, the lead ship of her class. She is one of the largest warships in the world. She was laid down, launched and commissioned as CVAN-68, but was redesignated CVN 68 (nuclear-powered multimission aircraft carrier) on 30 June 1975 as part of the fleet realignment of that year.  The ship was named for World War II Pacific fleet commander Chester W. Nimitz, who was the NavyÃƒâ€šÃ¢â‚¬â„¢s last fleet admiral. Unlike all subsequent Nimitz class carriers, Nimitz only uses her namesake's surname. She is also the only carrier of her class and the most recent supercarrier not to be named for someone who held elective office in the United States.  Nimitz was homeported at Naval Station Norfolk until 1987, when she was relocated to Puget Sound Naval Shipyard in Bremerton, Washington. After her mid-life overhaul and nuclear reactor refueling in 2001, Nimitz was relocated to NAS North Island, in San Diego, California.  Nimitz home port was changed from the NAS North Island, to Everett, Washington. This move is expected to save the Navy $100 million a year.","","33","0.1","8.43","12808180","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","63.966","ShipRCS1","38.893","15.501","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-69 (Nimitz) USS Dwight D. Eisenhower","","2","22","0","91487000","0","1977.79","2001.75","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Dwight D. Eisenhower (CVN-69) ('Ike') is an aircraft carrier currently in service with the United States Navy. Commissioned in 1977, the ship is the second of the ten Nimitz-class supercarriers currently in service, and is the first ship named after the thirty-fourth President of the United States, Dwight D. Eisenhower. The vessel was initially named Eisenhower, much like the lead ship of the class Nimitz, but the name was changed to its present form on 25 May 1970. The carrier, like all others of her class, was constructed at Newport News Shipbuilding Company in Virginia, with the same design as the lead ship, although the ship has been overhauled twice to bring her up to the standards of those constructed more recently.  Since commissioning, Eisenhower has participated in deployments including Operation Eagle Claw during the Iran hostage crisis in 1980, as well as the Gulf war in the 1990s, and more recently in support of US military operations in Iraq and Afghanistan.","","33","0.1","8.43","12808180","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","63.966","ShipRCS1","38.893","15.501","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-69 (Nimitz) USS Dwight D. Eisenhower(RCOH)","","2","22","0","91487000","0","2004.25","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Dwight D. Eisenhower (CVN-69) ('Ike') is an aircraft carrier currently in service with the United States Navy. Commissioned in 1977, the ship is the second of the ten Nimitz-class supercarriers currently in service, and is the first ship named after the thirty-fourth President of the United States, Dwight D. Eisenhower. The vessel was initially named Eisenhower, much like the lead ship of the class Nimitz, but the name was changed to its present form on 25 May 1970. The carrier, like all others of her class, was constructed at Newport News Shipbuilding Company in Virginia, with the same design as the lead ship, although the ship has been overhauled twice to bring her up to the standards of those constructed more recently.  Since commissioning, Eisenhower has participated in deployments including Operation Eagle Claw during the Iran hostage crisis in 1980, as well as the Gulf war in the 1990s, and more recently in support of US military operations in Iraq and Afghanistan.","","33","0.1","8.43","12808180","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","63.966","ShipRCS1","38.893","15.501","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-70 (Nimitz) USS Carl Vinson","","2","22","0","91487000","0","1982.19","2005.58","USA","CVN","nimitz.jpg","none","nimitz.xml","The USS Carl Vinson (CVN-70) is the third United States Navy Nimitz class supercarrier and is named after Carl Vinson, a Congressman from Georgia. Carl Vinson's callsign is 'Gold Eagle'.","","33","0.1","8.43","12808180","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","63.966","ShipRCS1","38.893","15.501","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-70 (Nimitz) USS Carl Vinson(RCOH)","","2","22","0","91487000","0","2009.52","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","The USS Carl Vinson (CVN-70) is the third United States Navy Nimitz class supercarrier and is named after Carl Vinson, a Congressman from Georgia. Carl Vinson's callsign is 'Gold Eagle'.","","33","0.1","8.43","12808180","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","63.966","ShipRCS1","38.893","15.501","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-71 (Nimitz) USS Theodore Roosevelt","","2","22","0","96386000","0","1986.81","2010.66","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Theodore Roosevelt (CVN-71) (also known by crewmembers as 'the Big Stick' or within the navy simply as TR) is the fourth Nimitz-class supercarrier. Her radio call sign is Rough Rider, the name of President Theodore Roosevelt's volunteer cavalry unit during the Spanish-American War. She was launched in 1984, saw her first action during Operation Desert Storm in 1991, and is currently homeported at Naval Station Norfolk, Virginia.","","33","0.1","8.43","13494040","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.306","ShipRCS1","38.893","15.503","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"CVN-72 (Nimitz) USS Abraham Lincoln","","2","22","0","102000000","0","1989.86","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Abraham Lincoln (CVN-72), is the fifth Nimitz-class supercarrier in the United States Navy. It is the second Navy ship named after former president Abraham Lincoln. Its home port is Everett, Washington.","","33","0.1","8.43","14280000","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.675","ShipRCS1","38.893","15.506","ShipIR1","Default","Default","35","20","Default","S12.Carrier Large","Default"
"CVN-73 (Nimitz) USS George Washington","","2","22","0","102000000","0","1992.5","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS George Washington (CVN 73) is an American nuclear-powered supercarrier, the sixth ship in the Nimitz class and the fourth United States Navy ship to be named after George Washington, the first President of the United States. It was built by Newport News Shipbuilding and was commissioned 4 July 1992.","","33","0.1","8.43","14280000","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.675","ShipRCS1","38.893","15.506","ShipIR1","Default","Default","35","20","Default","S12.Carrier Large","Default"
"CVN-74 (Nimitz) USS John C. Stennis","","2","22","0","102000000","0","1995.94","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS John C. Stennis (CVN-74) is the seventh Nimitz-class nuclear-powered supercarrier in the United States Navy, named for Senator John C. Stennis of Mississippi. She was commissioned on 9 December 1995. Her home port is Bremerton, Washington.","","33","0.1","8.43","14280000","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.675","ShipRCS1","38.893","15.506","ShipIR1","Default","Default","35","20","Default","S12.Carrier Large","Default"
"CVN-75 (Nimitz) USS Harry S. Truman","","2","22","0","102000000","0","1998.56","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Harry S Truman (CVN-75) is the eighth Nimitz-class supercarrier of the United States Navy, named after the 33rd President of the United States, Harry S Truman. HST's callsign is Lone Warrior and she is currently homeported at Naval Station Norfolk, Virginia.  HST was launched September 13, 1996 by Newport News Shipbuilding, Newport News, Virginia, and commissioned on July 25, 1998 with Captain Thomas Otterbein in command. President Bill Clinton was the keynote speaker, and other notable attendees and speakers included Missouri Representative Ike Skelton, Missouri Governor Mel Carnahan, Secretary of Defense William Cohen and Secretary of the Navy John H. Dalton.  The USS Harry S Truman was initially the flagship of Carrier Group Two and, beginning 1 October 2004, of Carrier Strike Group Ten.","","33","0.1","8.43","14280000","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.675","ShipRCS1","38.893","15.506","ShipIR1","Default","Default","35","20","Default","S12.Carrier Large","Default"
"CVN-76 (Nimitz) USS Ronald Reagan","","2","22","0","102000000","0","2003.53","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS Ronald Reagan (CVN-76) is a Nimitz-class nuclear-powered supercarrier in the service of the United States Navy. The ninth ship of her class, she is named in honor of former President Ronald Reagan, President of the United States from 1981 to 1989. Upon her christening in 2001, she was the first ship to be named for a living former president.","","33","0.1","8.43","14280000","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.675","ShipRCS1","38.893","15.506","ShipIR1","Default","Default","35","20","Default","S12.Carrier Large","Default"
"CVN-77 (Nimitz) USS George H.W. Bush","","2","22","0","102000000","0","2009.02","2999.99","USA","CVN","nimitz.jpg","none","nimitz.xml","USS George H.W. Bush (CVN-77) is the tenth and final Nimitz-class supercarrier of the United States Navy. She is named for the 41st President of the United States George H. W. Bush, who was a naval aviator during World War II. Bush's callsign is Avenger, after the TBM Avenger aircraft flown by then-Lieutenant George Bush in WWII. Construction began in 2001 by the Northrop Grumman Newport News shipyard, at a cost of $6.2 billion and was completed in 2009. She is homeported at Naval Station Norfolk, Virginia.","","33","0.1","8.43","14280000","0","1000","Ship100000Dmg","11.3","Nimitz Flight Deck","64.675","ShipRCS1","38.893","15.506","ShipIR1","Default","Default","35","20","Default","S12.Carrier Large","Default"
"Ocean LPH","","2","18","210600000","21500278","0","1998","3000","UK","LPH","","none","hermes.xml","HMS Ocean Landing Platform Helicopter","[phoenixegmh]","18","0.08","7.11","4594920","1.0337654","632","Ship20000Dmg","6.5","Ocean Flightdeck","47.532","ShipRCS1","41.703","17.619","ShipIR1","Default","Default","32","20","Default","S11.Carrier Medium","Default"
"Oil Tanker","","1","18","0","240000000","0","1900","2999","Neutral","Civilian","","none","tanker.xml","Generic oil tanker","","15","0.1","1","33600000","0","200","Ship100000Dmg","10","","70.249","ShipRCS1","32.854","13.165","ShipIR1","Default","Default","32","25","Default","S003.Merchant Large","Default"
"Oliver Hazard Perry FF","","2","17","0","3513000","0","2004.04","2999.99","USA","FF","ohp_08.jpg","none","ffg-7.xml","The Oliver Hazard Perry class is a class of general-purpose frigates of the US Navy. In the mid-2000s, the Navy removed the frigates' Mk13 single-arm missile launchers and magazines because the primary missile, the Standard SM-1MR, had become outmoded and the Navy decided a refit would be too costly. The loss of the launchers also strips the frigates of their Harpoon anti-ship missiles.","","29","0.16","10.41","491820","0.491815751","312","Ship3000Dmg","6.7","OHP Helo Hangar","42.731","ShipRCS1","32.526","23.647","ShipIR1","Default","Default","7","20","Default","S03.Frigate Silenced","Default"
"Oliver Hazard Perry FFGHM","","2","17","0","3513000","0","1981.74","2010.94","USA","FFG","ohp.jpg","none","ffg-7.xml","The Oliver Hazard Perry class is a class of frigates of the US Navy. Also known as the Perry or FFG-7 class, the warships were designed in the United States in the mid-1970s as general-purpose escort vessels inexpensive enough to be bought in large quantities to replace World War II-era destroyers and 1960s-era Knox class frigates. Intended to protect amphibious landing forces, supply and replenishment groups, and merchant convoys from submarines, they also later were part of battleship-centric surface action groups and aircraft carrier battle groups/strike groups.","","29","0.16","10.41","491820","0.491815751","312","Ship3000Dmg","6.7","OHP Helo Hangar","42.731","ShipRCS1","32.526","23.647","ShipIR1","Default","Default","7","20","Default","S03.Frigate Silenced","Default"
"Oliver Hazard Perry FFGHM(Bahrain)","","2","17","0","3513000","0","1996.7","2999","Bahrain","FFG","ohp.jpg","none","ffg-7.xml","Ex-Oliver Hazard Perry Class Guided Missile Frigate.  To fully realise the ASW potential of the ship, Bahrain must also buy a compatible Helo, to date they have not.","","29","0.16","10.41","491820","0.491815751","312","Ship3000Dmg","6.7","OHP Helo Hangar","42.731","ShipRCS1","32.526","23.647","ShipIR1","Default","Default","7","20","Default","S03.Frigate Silenced","Default"
"Oliver Hazard Perry FFGHM(Egypt)","","2","17","0","3513000","0","1996.71","2999","Egypt","FFG","ohp.jpg","none","ffg-7.xml","Ex-Oliver Hazard Perry Class Guided Missile Frigate","will perform the neutering at random amongst those that were still in servve, spread at a rate of one every 3 weeks, 1.5 years in total since it happened to 26 ships.","29","0.16","10.41","491820","0.491815751","312","Ship3000Dmg","6.7","OHP Helo Hangar","42.731","ShipRCS1","32.526","23.647","ShipIR1","Default","Default","7","20","Default","S03.Frigate Silenced","Default"
"Oslo FFGM (1977)","","1","17","0","1762841","0","1977.25","1991.08","Norway","FF","oslo_71.jpg","","burke.xml","Oslo-class Frigate, Mod 1The Oslo class frigate is a Royal Norwegian Navy frigate design, based on the US Navy Dealey class destroyer escorts. The forward hull was customized to suit Norwegian sea conditions better (higher freeboard) and several sub-systems were European built.","[kbluck] First modernization in late '70s. Fitted with 6 Penguin, 8 Sea Sparrow, 324mm torpedoes.","25","1","3","246797.74","0.228514452","","Ship1000Dmg","5.5","None","38.239","ShipRCS1","31.117","21.422","ShipIR1","Default","Default","4.6","15","Default","S02.Frigate","Default"
"Oslo FFGM (1987)","","1","17","0","1762841","0","1987.91","2007.58","Norway","FF","oslo_87.jpg","","burke.xml","Oslo-class Frigate, Mod2The Oslo class frigate is a Royal Norwegian Navy frigate design, based on the US Navy Dealey class destroyer escorts. The forward hull was customized to suit Norwegian sea conditions better (higher freeboard) and several sub-systems were European built.","[kbluck] Second modernization 87-91. Fitted with TSM 2633 hull and VDS sonar. 2x Penguin and DC rail removed to make room for VDS. Aft 76mm replaced with 40mm/70.","25","1","3","246797.74","0.228514452","","Ship1000Dmg","5.5","None","38.239","ShipRCS1","31.117","21.422","ShipIR1","Default","Default","4.6","15","Default","S02.Frigate","Default"
