DatabaseClass text primary key,Top_dB real,Bottom_dB real,Aspect0 real,Aspect10 real,Aspect20 real,Aspect30 real,Aspect40 real,Aspect50 real,Aspect60 real,Aspect70 real,Aspect80 real,Aspect90 real,Aspect100 real,Aspect110 real,Aspect120 real,Aspect130 real,Aspect140 real,Aspect150 real,Aspect160 real,Aspect170 real,Aspect180 real
"IR_M_VS_R_Super_M2.8","1.78","1.78","4.78","4.78","4.78","2.78","1.78","0.78","0.78","0.78","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.9","2.09","2.09","5.09","5.09","5.09","3.09","2.09","1.09","1.09","1.09","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M3","2.38","2.38","5.38","5.38","5.38","3.38","2.38","1.38","1.38","1.38","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M3.2","2.95","2.95","5.95","5.95","5.95","3.95","2.95","1.95","1.95","1.95","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M3.4","3.47","3.47","6.47","6.47","6.47","4.47","3.47","2.47","2.47","2.47","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M3.6","3.97","3.97","6.97","6.97","6.97","4.97","3.97","2.97","2.97","2.97","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M3.8","4.44","4.44","7.44","7.44","7.44","5.44","4.44","3.44","3.44","3.44","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M4","4.89","4.89","7.89","7.89","7.89","5.89","4.89","3.89","3.89","3.89","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M4.2","5.31","5.31","8.31","8.31","8.31","6.31","5.31","4.31","4.31","4.31","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M4.4","5.71","5.71","8.71","8.71","8.71","6.71","5.71","4.71","4.71","4.71","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M4.6","6.1","6.1","9.1","9.1","9.1","7.1","6.1","5.1","5.1","5.1","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M4.8","6.47","6.47","9.47","9.47","9.47","7.47","6.47","5.47","5.47","5.47","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M5","6.82","6.82","9.82","9.82","9.82","7.82","6.82","5.82","5.82","5.82","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M5.2","7.16","7.16","10.16","10.16","10.16","8.16","7.16","6.16","6.16","6.16","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M5.4","7.49","7.49","10.49","10.49","10.49","8.49","7.49","6.49","6.49","6.49","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M5.6","7.81","7.81","10.81","10.81","10.81","8.81","7.81","6.81","6.81","6.81","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M5.8","8.11","8.11","11.11","11.11","11.11","9.11","8.11","7.11","7.11","7.11","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M6","8.41","8.41","11.41","11.41","11.41","9.41","8.41","7.41","7.41","7.41","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M6.2","8.69","8.69","11.69","11.69","11.69","9.69","8.69","7.69","7.69","7.69","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M6.4","8.97","8.97","11.97","11.97","11.97","9.97","8.97","7.97","7.97","7.97","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M6.5","9.1","9.1","12.1","12.1","12.1","10.1","9.1","8.1","8.1","8.1","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_S_R_M0.85","-7.63","-7.63","-4.63","-4.63","-4.63","-6.63","-7.63","-8.63","-8.63","-8.63","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.1","-5.37","-5.37","-2.37","-2.37","-2.37","-4.37","-5.37","-6.37","-6.37","-6.37","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.2","-4.57","-4.57","-1.57","-1.57","-1.57","-3.57","-4.57","-5.57","-5.57","-5.57","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.3","-3.89","-3.89","-0.89","-0.89","-0.89","-2.89","-3.89","-4.89","-4.89","-4.89","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.4","-3.27","-3.27","-0.27","-0.27","-0.27","-2.27","-3.27","-4.27","-4.27","-4.27","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.5","-2.66","-2.66","0.34","0.34","0.34","-1.66","-2.66","-3.66","-3.66","-3.66","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.6","-2.09","-2.09","0.91","0.91","0.91","-1.09","-2.09","-3.09","-3.09","-3.09","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.7","-1.56","-1.56","1.44","1.44","1.44","-0.56","-1.56","-2.56","-2.56","-2.56","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.8","-1.07","-1.07","1.93","1.93","1.93","-0.07","-1.07","-2.07","-2.07","-2.07","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M1.9","-0.58","-0.58","2.42","2.42","2.42","0.42","-0.58","-1.58","-1.58","-1.58","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2","-0.14","-0.14","2.86","2.86","2.86","0.86","-0.14","-1.14","-1.14","-1.14","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.1","0.29","0.29","3.29","3.29","3.29","1.29","0.29","-0.71","-0.71","-0.71","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.2","0.7","0.7","3.7","3.7","3.7","1.7","0.7","-0.3","-0.3","-0.3","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.3","1.07","1.07","4.07","4.07","4.07","2.07","1.07","0.07","0.07","0.07","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.4","1.45","1.45","4.45","4.45","4.45","2.45","1.45","0.45","0.45","0.45","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.5","1.8","1.8","4.8","4.8","4.8","2.8","1.8","0.8","0.8","0.8","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.6","2.14","2.14","5.14","5.14","5.14","3.14","2.14","1.14","1.14","1.14","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.7","2.47","2.47","5.47","5.47","5.47","3.47","2.47","1.47","1.47","1.47","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.8","2.78","2.78","5.78","5.78","5.78","3.78","2.78","1.78","1.78","1.78","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M2.9","3.09","3.09","6.09","6.09","6.09","4.09","3.09","2.09","2.09","2.09","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M3","3.38","3.38","6.38","6.38","6.38","4.38","3.38","2.38","2.38","2.38","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M3.2","3.95","3.95","6.95","6.95","6.95","4.95","3.95","2.95","2.95","2.95","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M3.4","4.47","4.47","7.47","7.47","7.47","5.47","4.47","3.47","3.47","3.47","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M3.6","4.97","4.97","7.97","7.97","7.97","5.97","4.97","3.97","3.97","3.97","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M3.8","5.44","5.44","8.44","8.44","8.44","6.44","5.44","4.44","4.44","4.44","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M4","5.89","5.89","8.89","8.89","8.89","6.89","5.89","4.89","4.89","4.89","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M4.2","6.31","6.31","9.31","9.31","9.31","7.31","6.31","5.31","5.31","5.31","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M4.4","6.71","6.71","9.71","9.71","9.71","7.71","6.71","5.71","5.71","5.71","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M4.6","7.1","7.1","10.1","10.1","10.1","8.1","7.1","6.1","6.1","6.1","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M4.8","7.47","7.47","10.47","10.47","10.47","8.47","7.47","6.47","6.47","6.47","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M5","7.82","7.82","10.82","10.82","10.82","8.82","7.82","6.82","6.82","6.82","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M5.2","8.16","8.16","11.16","11.16","11.16","9.16","8.16","7.16","7.16","7.16","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M5.4","8.49","8.49","11.49","11.49","11.49","9.49","8.49","7.49","7.49","7.49","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M5.6","8.81","8.81","11.81","11.81","11.81","9.81","8.81","7.81","7.81","7.81","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M5.8","9.11","9.11","12.11","12.11","12.11","10.11","9.11","8.11","8.11","8.11","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M6","9.41","9.41","12.41","12.41","12.41","10.41","9.41","8.41","8.41","8.41","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M6.2","9.69","9.69","12.69","12.69","12.69","10.69","9.69","8.69","8.69","8.69","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M6.4","9.97","9.97","12.97","12.97","12.97","10.97","9.97","8.97","8.97","8.97","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_S_R_Super_M6.5","10.1","10.1","13.1","13.1","13.1","11.1","10.1","9.1","9.1","9.1","2.16","4.71","6.14","7.21","8.18","8.97","8.97","10.22","10.73","11.5","12.16"
"IR_M_M_R_M0.85","-6.63","-6.63","-3.63","-3.63","-3.63","-5.63","-6.63","-7.63","-7.63","-7.63","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.1","-4.37","-4.37","-1.37","-1.37","-1.37","-3.37","-4.37","-5.37","-5.37","-5.37","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.2","-3.57","-3.57","-0.57","-0.57","-0.57","-2.57","-3.57","-4.57","-4.57","-4.57","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.3","-2.89","-2.89","0.11","0.11","0.11","-1.89","-2.89","-3.89","-3.89","-3.89","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.4","-2.27","-2.27","0.73","0.73","0.73","-1.27","-2.27","-3.27","-3.27","-3.27","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.5","-1.66","-1.66","1.34","1.34","1.34","-0.66","-1.66","-2.66","-2.66","-2.66","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.6","-1.09","-1.09","1.91","1.91","1.91","-0.09","-1.09","-2.09","-2.09","-2.09","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.7","-0.56","-0.56","2.44","2.44","2.44","0.44","-0.56","-1.56","-1.56","-1.56","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.8","-0.07","-0.07","2.93","2.93","2.93","0.93","-0.07","-1.07","-1.07","-1.07","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M1.9","0.42","0.42","3.42","3.42","3.42","1.42","0.42","-0.58","-0.58","-0.58","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2","0.86","0.86","3.86","3.86","3.86","1.86","0.86","-0.14","-0.14","-0.14","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.1","1.29","1.29","4.29","4.29","4.29","2.29","1.29","0.29","0.29","0.29","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.2","1.7","1.7","4.7","4.7","4.7","2.7","1.7","0.7","0.7","0.7","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.3","2.07","2.07","5.07","5.07","5.07","3.07","2.07","1.07","1.07","1.07","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.4","2.45","2.45","5.45","5.45","5.45","3.45","2.45","1.45","1.45","1.45","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.5","2.8","2.8","5.8","5.8","5.8","3.8","2.8","1.8","1.8","1.8","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.6","3.14","3.14","6.14","6.14","6.14","4.14","3.14","2.14","2.14","2.14","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.7","3.47","3.47","6.47","6.47","6.47","4.47","3.47","2.47","2.47","2.47","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.8","3.78","3.78","6.78","6.78","6.78","4.78","3.78","2.78","2.78","2.78","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M2.9","4.09","4.09","7.09","7.09","7.09","5.09","4.09","3.09","3.09","3.09","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M3","4.38","4.38","7.38","7.38","7.38","5.38","4.38","3.38","3.38","3.38","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M3.2","4.95","4.95","7.95","7.95","7.95","5.95","4.95","3.95","3.95","3.95","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M3.4","5.47","5.47","8.47","8.47","8.47","6.47","5.47","4.47","4.47","4.47","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M3.6","5.97","5.97","8.97","8.97","8.97","6.97","5.97","4.97","4.97","4.97","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M3.8","6.44","6.44","9.44","9.44","9.44","7.44","6.44","5.44","5.44","5.44","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M4","6.89","6.89","9.89","9.89","9.89","7.89","6.89","5.89","5.89","5.89","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M4.2","7.31","7.31","10.31","10.31","10.31","8.31","7.31","6.31","6.31","6.31","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M4.4","7.71","7.71","10.71","10.71","10.71","8.71","7.71","6.71","6.71","6.71","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M4.6","8.1","8.1","11.1","11.1","11.1","9.1","8.1","7.1","7.1","7.1","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M4.8","8.47","8.47","11.47","11.47","11.47","9.47","8.47","7.47","7.47","7.47","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M5","8.82","8.82","11.82","11.82","11.82","9.82","8.82","7.82","7.82","7.82","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M5.2","9.16","9.16","12.16","12.16","12.16","10.16","9.16","8.16","8.16","8.16","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M5.4","9.49","9.49","12.49","12.49","12.49","10.49","9.49","8.49","8.49","8.49","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M5.6","9.81","9.81","12.81","12.81","12.81","10.81","9.81","8.81","8.81","8.81","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M5.8","10.11","10.11","13.11","13.11","13.11","11.11","10.11","9.11","9.11","9.11","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M6","10.41","10.41","13.41","13.41","13.41","11.41","10.41","9.41","9.41","9.41","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M6.2","10.69","10.69","13.69","13.69","13.69","11.69","10.69","9.69","9.69","9.69","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M6.4","10.97","10.97","13.97","13.97","13.97","11.97","10.97","9.97","9.97","9.97","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_M_R_Super_M6.5","11.1","11.1","14.1","14.1","14.1","12.1","11.1","10.1","10.1","10.1","2.66","5.21","6.64","7.71","8.68","9.47","9.47","10.72","11.23","12","12.66"
"IR_M_L_R_M0.85","-5.63","-5.63","-2.63","-2.63","-2.63","-4.63","-5.63","-6.63","-6.63","-6.63","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.1","-3.37","-3.37","-0.37","-0.37","-0.37","-2.37","-3.37","-4.37","-4.37","-4.37","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.2","-2.57","-2.57","0.43","0.43","0.43","-1.57","-2.57","-3.57","-3.57","-3.57","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.3","-1.89","-1.89","1.11","1.11","1.11","-0.89","-1.89","-2.89","-2.89","-2.89","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.4","-1.27","-1.27","1.73","1.73","1.73","-0.27","-1.27","-2.27","-2.27","-2.27","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.5","-0.66","-0.66","2.34","2.34","2.34","0.34","-0.66","-1.66","-1.66","-1.66","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.6","-0.09","-0.09","2.91","2.91","2.91","0.91","-0.09","-1.09","-1.09","-1.09","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.7","0.44","0.44","3.44","3.44","3.44","1.44","0.44","-0.56","-0.56","-0.56","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.8","0.93","0.93","3.93","3.93","3.93","1.93","0.93","-0.07","-0.07","-0.07","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M1.9","1.42","1.42","4.42","4.42","4.42","2.42","1.42","0.42","0.42","0.42","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2","1.86","1.86","4.86","4.86","4.86","2.86","1.86","0.86","0.86","0.86","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.1","2.29","2.29","5.29","5.29","5.29","3.29","2.29","1.29","1.29","1.29","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.2","2.7","2.7","5.7","5.7","5.7","3.7","2.7","1.7","1.7","1.7","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.3","3.07","3.07","6.07","6.07","6.07","4.07","3.07","2.07","2.07","2.07","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.4","3.45","3.45","6.45","6.45","6.45","4.45","3.45","2.45","2.45","2.45","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.5","3.8","3.8","6.8","6.8","6.8","4.8","3.8","2.8","2.8","2.8","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.6","4.14","4.14","7.14","7.14","7.14","5.14","4.14","3.14","3.14","3.14","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.7","4.47","4.47","7.47","7.47","7.47","5.47","4.47","3.47","3.47","3.47","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.8","4.78","4.78","7.78","7.78","7.78","5.78","4.78","3.78","3.78","3.78","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M2.9","5.09","5.09","8.09","8.09","8.09","6.09","5.09","4.09","4.09","4.09","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M3","5.38","5.38","8.38","8.38","8.38","6.38","5.38","4.38","4.38","4.38","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M3.2","5.95","5.95","8.95","8.95","8.95","6.95","5.95","4.95","4.95","4.95","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M3.4","6.47","6.47","9.47","9.47","9.47","7.47","6.47","5.47","5.47","5.47","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M3.6","6.97","6.97","9.97","9.97","9.97","7.97","6.97","5.97","5.97","5.97","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M3.8","7.44","7.44","10.44","10.44","10.44","8.44","7.44","6.44","6.44","6.44","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M4","7.89","7.89","10.89","10.89","10.89","8.89","7.89","6.89","6.89","6.89","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M4.2","8.31","8.31","11.31","11.31","11.31","9.31","8.31","7.31","7.31","7.31","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M4.4","8.71","8.71","11.71","11.71","11.71","9.71","8.71","7.71","7.71","7.71","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M4.6","9.1","9.1","12.1","12.1","12.1","10.1","9.1","8.1","8.1","8.1","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M4.8","9.47","9.47","12.47","12.47","12.47","10.47","9.47","8.47","8.47","8.47","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M5","9.82","9.82","12.82","12.82","12.82","10.82","9.82","8.82","8.82","8.82","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M5.2","10.16","10.16","13.16","13.16","13.16","11.16","10.16","9.16","9.16","9.16","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M5.4","10.49","10.49","13.49","13.49","13.49","11.49","10.49","9.49","9.49","9.49","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M5.6","10.81","10.81","13.81","13.81","13.81","11.81","10.81","9.81","9.81","9.81","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
