DatabaseClass text,MagazineId numeric,Item text,Quantity numeric
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","Mk-59 DST","9"
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","Mk-60 CAPTOR","15"
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","Mk-81","318"
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","Mk-82","368"
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","Mk-83","177"
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","Mk-84","69"
"CV-60 (Forrestal) USS Saratoga(SLEP) 1994.000-M","1","RIM-7P(v1)","72"
"CV-61 (Forrestal) USS Ranger 1957.605-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1",".50 cal bullet air(x2)","27114"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","1250 liter tank","8"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","127mm mk 41 AAC","6086"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","150 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","20mm HS.404 x2","38160"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","20x110 mm x2","9540"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","300 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","310 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","500 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","600 liter tank","8"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","782 liter tank","24"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","AAM-N-7 Sidewinder","1583"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","GP MC 1000","178"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","GP MC 1900","116"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","GP MC 250","892"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","GP MC 500","562"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","M117","293"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","M118","146"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","Mk-81","1123"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","Mk-82","879"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","Mk-83","224"
"CV-61 (Forrestal) USS Ranger 1957.605-M","1","Mk-84","146"
"CV-61 (Forrestal) USS Ranger 1958.000-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1",".50 cal bullet air(x2)","27262"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","1250 liter tank","8"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","127mm mk 41 AAC","6119"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","150 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","20mm HS.404 x2","38369"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","20x110 mm x2","9592"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","300 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","310 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","500 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","600 liter tank","8"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","782 liter tank","24"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","AAM-N-6 Sparrow","367"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","AAM-N-7 Sidewinder","2143"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","GP MC 1000","126"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","GP MC 1900","82"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","GP MC 250","633"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","GP MC 500","399"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","M117","297"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","M118","148"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","Mk-81","1140"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","Mk-82","892"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","Mk-83","228"
"CV-61 (Forrestal) USS Ranger 1958.000-M","1","Mk-84","148"
"CV-61 (Forrestal) USS Ranger 1959.000-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1",".50 cal bullet air(x2)","27773"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","1250 liter tank","8"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","127mm mk 41 AAC","6234"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","150 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","20mm HS.404 x2","39089"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","20x110 mm x2","9772"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","300 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","310 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","500 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","600 liter tank","8"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","782 liter tank","24"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","AAM-N-6 Sparrow","572"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","AAM-N-7 Sidewinder","2744"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","GP MC 1000","75"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","GP MC 1900","49"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","GP MC 250","376"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","GP MC 500","237"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","M117","305"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","M118","152"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","Mk-81","1172"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","Mk-82","917"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","Mk-83","234"
"CV-61 (Forrestal) USS Ranger 1959.000-M","1","Mk-84","152"
"CV-61 (Forrestal) USS Ranger 1959.005-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1",".50 cal bullet air(x2)","15787"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","1250 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","127mm mk 41 AAC","1771"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","150 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","20mm HS.404","3245"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","20x110 mm x2","18038"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","300 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","310 liter tank","144"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","500 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","50mm (2in) FFAR Rockets","19441"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","600 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","782 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","AAM-N-6 Sparrow","162"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","AAM-N-7 Sidewinder","757"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","AP 1500","36"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","B-28 Mod1 1.1MT","9"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","B-28 Mod2 350kT","9"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","B-28 Mod3 70kT","9"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","B-28 Mod5 1.45MT","9"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","B-39 3.5MT","3"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","GP HC 8000","7"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","GP MC 1000","81"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","GP MC 1900","51"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","GP MC 250","279"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","GP MC 4000","4"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","GP MC 500","199"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","M117","280"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","M118","144"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk 16 Zuni FFAR","3981"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk 71 Zuni WAFAR","3981"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-10 Mod5 Mine","14"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-10 Mod6 Mine","14"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-25 Mine","14"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-36 Mod1 Mine","14"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-36 Mod2 Mine","14"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-39 Mine","14"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-81","434"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-82","528"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-83","181"
"CV-61 (Forrestal) USS Ranger 1959.005-M","1","Mk-84","115"
"CV-61 (Forrestal) USS Ranger 1960.000-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1",".50 cal bullet air(x2)","16765"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","1250 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","127mm mk 41 AAC","1881"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","150 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","20mm HS.404","3446"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","20x110 mm x2","19155"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","300 gallon tank","24"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","310 liter tank","144"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","500 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","50mm (2in) FFAR Rockets","20646"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","600 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","782 liter tank","48"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","AAM-N-6 Sparrow","232"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","AAM-N-7 Sidewinder","735"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","AP 1500","38"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","B-28 Mod1 1.1MT","9"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","B-28 Mod2 350kT","9"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","B-28 Mod3 70kT","9"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","B-28 Mod5 1.45MT","9"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","B-39 3.5MT","4"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","GP HC 8000","7"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","GP MC 1000","24"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","GP MC 1900","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","GP MC 250","84"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","GP MC 4000","1"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","GP MC 500","60"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","M117","300"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","M118","155"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk 16 Zuni FFAR","4267"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk 71 Zuni WAFAR","4267"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-10 Mod5 Mine","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-10 Mod6 Mine","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-25 Mine","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-36 Mod1 Mine","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-36 Mod2 Mine","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-39 Mine","15"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-81","465"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-82","566"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-83","194"
"CV-61 (Forrestal) USS Ranger 1960.000-M","1","Mk-84","124"
"CV-61 (Forrestal) USS Ranger 1960.098-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","1000 liter tank","12"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","1250 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","127mm mk 41 AAC","1600"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","20mm HS.404","2480"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","20x110 mm x2","11663"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","20x110 mm","12959"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","400 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","50mm (2in) FFAR Rockets","26320"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","600 liter tank","128"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","AAM-N-6 Sparrow","83"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","AAM-N-7 Sidewinder","336"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","AGM-12A","31"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","AGM-12B","20"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","AP 1500","27"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","B-28 Mod1 1.1MT","7"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","B-28 Mod2 350kT","7"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","B-28 Mod3 70kT","7"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","B-28 Mod5 1.45MT","7"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","B-39 3.5MT","2"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","GP HC 8000","5"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","M117","489"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","M118","78"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk 16 Zuni FFAR","5440"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk 71 Zuni WAFAR","5440"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-10 Mod5 Mine","11"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-10 Mod6 Mine","11"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-25 Mine","11"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-36 Mod1 Mine","11"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-36 Mod2 Mine","11"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-39 Mine","11"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-81","670"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-82","625"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-83","372"
"CV-61 (Forrestal) USS Ranger 1960.098-M","1","Mk-84","55"
"CV-61 (Forrestal) USS Ranger 1961.000-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","1000 liter tank","12"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","1250 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","127mm mk 41 AAC","1600"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","20mm HS.404","2436"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","20x110 mm x2","11458"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","20x110 mm","12731"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","400 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","50mm (2in) FFAR Rockets","25858"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","600 liter tank","128"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","AAM-N-6 Sparrow","63"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","AAM-N-7 Sidewinder","230"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","AGM-12A","41"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","AGM-12B","30"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","AP 1500","27"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-28 Mod1 1.1MT","3"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-28 Mod2 350kT","3"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-28 Mod3 70kT","3"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-28 Mod5 1.45MT","3"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-39 3.5MT","3"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-43 1MT","11"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-43 300kT","11"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-43 700kT","11"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","B-43 70kT","11"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","GP HC 8000","5"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","M117","481"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","M118","76"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk 16 Zuni FFAR","5394"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk 71 Zuni WAFAR","5394"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-10 Mod5 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-10 Mod6 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-25 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-36 Mod1 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-36 Mod2 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-39 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-81","658"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-82","614"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-83","365"
"CV-61 (Forrestal) USS Ranger 1961.000-M","1","Mk-84","54"
"CV-61 (Forrestal) USS Ranger 1961.608-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","1000 liter tank","12"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","1250 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","127mm mk 41 AAC","1600"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","20mm HS.404","2435"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","20x110 mm x2","11453"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","20x110 mm","12726"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","400 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","50mm (2in) FFAR Rockets","25847"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","600 liter tank","128"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","AAM-N-6 Sparrow","63"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","AAM-N-7 Sidewinder","230"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","AGM-12A","41"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","AGM-12B","30"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","AP 1500","27"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-28 Mod1 1.1MT","3"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-28 Mod2 350kT","3"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-28 Mod3 70kT","3"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-28 Mod5 1.45MT","3"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-39 3.5MT","3"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-43 1MT","11"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-43 300kT","11"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-43 700kT","11"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","B-43 70kT","11"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","GP HC 8000","5"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","M117","480"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","M118","76"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk 16 Zuni FFAR","5392"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk 71 Zuni WAFAR","5392"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-10 Mod5 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-10 Mod6 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-25 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-36 Mod1 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-36 Mod2 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-39 Mine","10"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-81","658"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-82","614"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-83","365"
"CV-61 (Forrestal) USS Ranger 1961.608-M","1","Mk-84","54"
"CV-61 (Forrestal) USS Ranger 1962.000-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","1000 liter tank","12"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","1250 liter tank","44"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","127mm mk 41 AAC","1600"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","20mm HS.404","2413"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","20x110 mm x2","11348"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","20x110 mm","12609"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","400 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","50mm (2in) FFAR Rockets","25611"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","600 liter tank","128"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","AAM-N-6 Sparrow","34"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","AAM-N-7 Sidewinder","128"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","AGM-12A","46"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","AGM-12B","40"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","AGM-12C","6"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","AP 1500","27"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","B-39 3.5MT","3"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","B-43 1MT","16"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","B-43 300kT","16"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","B-43 700kT","16"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","B-43 70kT","16"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","GP HC 8000","5"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","M117","476"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","M118","76"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk 16 Zuni FFAR","5391"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk 71 Zuni WAFAR","5391"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-10 Mod5 Mine","10"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-10 Mod6 Mine","10"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-25 Mine","10"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-36 Mod1 Mine","10"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-36 Mod2 Mine","10"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-39 Mine","10"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-81","652"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-82","608"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-83","362"
"CV-61 (Forrestal) USS Ranger 1962.000-M","1","Mk-84","54"
"CV-61 (Forrestal) USS Ranger 1962.855-M","0","Fuel","43305750"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","1250 liter tank","36"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","127mm mk 41 AAC","1600"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","20mm HS.404","1878"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","20x110 mm x2","8836"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","20x110 mm","3385"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","370 gallon wing tank","24"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","400 liter tank","72"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","50mm (2in) FFAR Rockets","19940"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","600 gallon centerline tank","12"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","600 liter tank","108"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","AAM-N-7 Sidewinder","33"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","AGM-12A","36"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","AGM-12B","31"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","AGM-12C","5"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","AP 1500","21"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","B-39 3.5MT","2"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","B-43 1MT","24"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","B-43 300kT","24"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","B-43 700kT","24"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","B-43 70kT","24"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","Chaff-1","2539"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","Flare-1","2539"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","GP HC 8000","4"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","M117","586"
"CV-61 (Forrestal) USS Ranger 1962.855-M","1","M118","59"
