DatabaseClass text,ChildClass text,ChildCapacity numeric,LoadTime_s numeric,CycleTime_s numeric
"F-111 3-4","600 gallon tank","2","30","0.2"
"F-111 3-4","AIM-9B","2","30","0.2"
"F-111 3-4","B-43*","2","30","0.2"
"F-111 3-4","B-57*","2","30","0.2"
"F-111 3-4","B-61*","2","30","0.2"
"F-111 3-4","B-83*","2","30","0.2"
"F-111 3-4","GBU-10/B","2","30","0.2"
"F-111 3-4","GBU-24/B","2","30","0.2"
"F-111 3-4","GBU-24B/B","2","30","0.2"
"F-111 3-4","M117","12","30","0.2"
"F-111 3-4","M118","2","30","0.2"
"F-111 3-4","Mk-36 DST","12","30","0.2"
"F-111 3-4","Mk-82","12","30","0.2"
"F-111 3-4","Mk-84","2","30","0.2"
"F-111 Bay1","B-43*","1","300","0.1"
"F-111 Bay1","B-57*","1","300","0.1"
"F-111 Bay1","B-61*","1","300","0.1"
"F-111 Bay1","B-83*","1","300","0.1"
"F-111 Bay2","B-43*","1","300","0.1"
"F-111 Bay2","B-57*","1","300","0.1"
"F-111 Bay2","B-61*","1","300","0.1"
"F-111 Bay2","B-83*","1","300","0.1"
"F-111C 2-5","600 gallon tank","2","30","0.2"
"F-111C 2-5","AIM-9B","2","30","0.2"
"F-111C 2-5","GBU-10/B","2","30","0.2"
"F-111C 2-5","GBU-24/B","2","30","0.2"
"F-111C 2-5","GBU-24B/B","2","30","0.2"
"F-111C 2-5","M117","12","30","0.2"
"F-111C 2-5","M118","2","30","0.2"
"F-111C 2-5","Mk-36 DST","8","30","0.2"
"F-111C 2-5","Mk-82","12","30","0.2"
"F-111C 2-5","Mk-84","2","30","0.2"
"F-111C 3-4","600 gallon tank","2","30","0.2"
"F-111C 3-4","AIM-9B","2","30","0.2"
"F-111C 3-4","GBU-10/B","2","30","0.2"
"F-111C 3-4","GBU-24/B","2","30","0.2"
"F-111C 3-4","GBU-24B/B","2","30","0.2"
"F-111C 3-4","M117","12","30","0.2"
"F-111C 3-4","M118","2","30","0.2"
"F-111C 3-4","Mk-36 DST","12","30","0.2"
"F-111C 3-4","Mk-82","12","30","0.2"
"F-111C 3-4","Mk-84","2","30","0.2"
"F-117-Bays","GBU-10/B","2","300","0.2"
"F-117-Bays","GBU-24/B","2","300","0.2"
"F-117-Bays","GBU-24B/B","2","300","0.2"
"F-117-Bays","GBU-31A(v)2","2","300","0.2"
"F-117-Bays","GBU-31C(v)4","2","300","0.2"
"F-14 Fuselage","AIM-54*","4","30","1"
"F-14 Fuselage","AIM-54A","4","30","1"
"F-14 Fuselage","AIM-54C ECCM","4","30","1"
"F-14 Fuselage","AIM-54C","4","30","1"
"F-14 Fuselage","AIM-7*","4","30","1"
"F-14 Fuselage","AIM-7E","4","30","1"
"F-14 Fuselage","AIM-7F","4","30","1"
"F-14 Fuselage","AIM-7M","4","30","1"
"F-14 Fuselage","AIM-7P","4","30","1"
"F-14 W1","AIM-9*","2","30","1"
"F-14 W1","AIM-9G","2","30","1"
"F-14 W1","AIM-9H","2","30","1"
"F-14 W1","AIM-9L","2","30","1"
"F-14 W1","AIM-9M","2","30","1"
"F-14 W1","AIM-9X","2","30","1"
"F-14 W2","AIM-54*","2","30","1"
"F-14 W2","AIM-54A","2","30","1"
"F-14 W2","AIM-54C ECCM","2","30","1"
"F-14 W2","AIM-54C","2","30","1"
"F-14 W2","AIM-7*","2","30","1"
"F-14 W2","AIM-7E","2","30","1"
"F-14 W2","AIM-7F","2","30","1"
"F-14 W2","AIM-7M","2","30","1"
"F-14 W2","AIM-7P","2","30","1"
"F-14 W2","AIM-9*","2","30","1"
"F-14 W2","AIM-9G","2","30","1"
"F-14 W2","AIM-9H","2","30","1"
"F-14 W2","AIM-9L","2","30","1"
"F-14 W2","AIM-9M","2","30","1"
"F-14 W2","AIM-9X","2","30","1"
"F-15 Fuselage","AIM-120*","4","30","1"
"F-15 Fuselage","AIM-120C","4","30","1"
"F-15 Fuselage","AIM-7*","4","30","1"
"F-15 Fuselage","AIM-7M","4","30","1"
"F-15 Tanks","600 gallon tank","3","30","1"
"F-15 W1","AIM-9*","2","30","1"
"F-15 W1","AIM-9M","2","30","1"
"F-15 W2","AIM-120*","2","30","1"
"F-15 W2","AIM-120C","2","30","1"
"F-15 W2","AIM-7*","2","30","1"
"F-15 W2","AIM-7M","2","30","1"
"F-15 W2","AIM-9*","2","30","1"
"F-15 W2","AIM-9M","2","30","1"
"F-15E-CFT-Inboard","AIM-120*","4","600","0.1"
"F-15E-CFT-Inboard","AIM-120C","4","600","0.1"
"F-15E-CFT-Inboard","AIM-7*","4","600","0.1"
"F-15E-CFT-Inboard","AIM-7M","4","600","0.1"
"F-15E-CFT-Inboard","AIM-7P","4","600","0.1"
"F-15E-CFT-Inboard","AIM-9*","4","600","0.1"
"F-15E-CFT-Inboard","B-61*","2","1800","0.1"
"F-15E-CFT-Inboard","GBU-10/B","2","600","0.1"
"F-15E-CFT-Inboard","GBU-12/B","4","600","0.1"
"F-15E-CFT-Inboard","GBU-31A(v)2","2","600","0.1"
"F-15E-CFT-Inboard","GBU-31C(v)4","2","600","0.1"
"F-15E-CFT-Inboard","GBU-39 SDB","6","600","0.1"
"F-15E-CFT-Inboard","Mk-82","6","600","0.1"
"F-15E-CFT-Inboard","Mk-84","4","600","0.1"
"F-15E-CFT-Outboard","GBU-12/B","4","600","0.1"
"F-15E-CFT-Outboard","Mk-82","6","600","0.1"
"F-15E-Centerline","AGM-130","2","600","0.1"
"F-15E-Centerline","AGM-65D","2","600","0.1"
"F-15E-Centerline","GBU-10/B","2","600","0.1"
"F-15E-Centerline","GBU-31A(v)2","1","600","0.1"
"F-15E-Centerline","GBU-31C(v)4","1","600","0.1"
"F-15E-Centerline","GBU-39 SDB","1","600","0.1"
"F-15E-STA28","600 gallon tank","2","600","0.1"
"F-15E-STA28","AGM-130","2","600","0.1"
"F-15E-STA28","AGM-65D","2","600","0.1"
"F-15E-STA28","GBU-39 SDB","2","600","0.1"
"F-15E-STA28AB","AGM-65D","2","600","0.1"
"F-15E-STA28AB","AIM-120*","2","600","0.1"
"F-15E-STA28AB","AIM-120C","2","600","0.1"
"F-15E-STA28AB","AIM-9*","2","600","0.1"
"F-15E-STA28AB","AIM-9M","2","600","0.1"
"F-15E-STA28AB","AIM-9X","2","600","0.1"
"F-15J Fuselage","AAM-4","4","30","1"
"F-15J Fuselage","AAM-4b","4","30","1"
"F-15J Fuselage","AIM-120*","4","30","1"
"F-15J Fuselage","AIM-120C","4","30","1"
"F-15J Fuselage","AIM-7*","4","30","1"
"F-15J Fuselage","AIM-7M","4","30","1"
"F-15J W1","AAM-1","2","30","1"
"F-15J W1","AAM-3","2","30","1"
"F-15J W1","AAM-5","2","30","1"
"F-15J W1","AIM-9*","2","30","1"
"F-15J W1","AIM-9M","2","30","1"
"F-15J W2","AAM-1","2","30","1"
"F-15J W2","AAM-3","2","30","1"
"F-15J W2","AAM-4","2","30","1"
"F-15J W2","AAM-4b","2","30","1"
"F-15J W2","AAM-5","2","30","1"
"F-15J W2","AIM-120*","2","30","1"
"F-15J W2","AIM-120C","2","30","1"
"F-15J W2","AIM-7*","2","30","1"
"F-15J W2","AIM-7M","2","30","1"
"F-15J W2","AIM-9*","2","30","1"
"F-15J W2","AIM-9M","2","30","1"
"F-16 Blk1 2-8","AIM-9*","2","360","1"
"F-16 Blk1 2-8","AIM-9M","2","360","1"
"F-16 Blk1 3-7","AIM-9*","2","360","1"
"F-16 Blk1 3-7","AIM-9M","2","360","1"
"F-16 Blk1 3-7","B-61*","2","960","5"
"F-16 Blk1 3-7","CBU-1000","6","360","0.1"
"F-16 Blk1 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk1 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk1 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk1 3-7","Mk-82","8","360","0.1"
"F-16 Blk1 3-7","Mk-83","4","300","0.1"
"F-16 Blk1 3-7","Mk-84","2","240","0.1"
"F-16 Blk1 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk1 4-6","CBU-1000","8","360","0.1"
"F-16 Blk1 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk1 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk1 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk1 4-6","Mk-82","12","360","0.1"
"F-16 Blk1 4-6","Mk-83","4","300","0.1"
"F-16 Blk1 4-6","Mk-84","2","240","0.1"
"F-16 Blk1 5","300 gallon wing tank","1","240","0.1"
"F-16 Blk1 5","B-61*","1","720","0.1"
"F-16 Blk1 5","CBU-1000","1","240","0.1"
"F-16 Blk1 5","Mk-82","1","360","0.1"
"F-16 Blk1 5","Mk-83","1","300","0.1"
"F-16 Blk15ADF 3-7","AIM-7*","2","360","1"
"F-16 Blk15ADF 3-7","AIM-9*","2","360","1"
"F-16 Blk15ADF 3-7","AIM-9M","2","360","1"
"F-16 Blk15ADF 3-7","B-61*","2","960","5"
"F-16 Blk15ADF 3-7","CBU-1000","6","360","0.1"
"F-16 Blk15ADF 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk15ADF 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk15ADF 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk15ADF 3-7","Mk-82","8","360","0.1"
"F-16 Blk15ADF 3-7","Mk-83","4","300","0.1"
"F-16 Blk15ADF 3-7","Mk-84","2","240","0.1"
"F-16 Blk15OCU 2-8","AGM-88*","2","360","1"
"F-16 Blk15OCU 2-8","AIM-120*","2","360","1"
"F-16 Blk15OCU 2-8","AIM-9*","2","360","1"
"F-16 Blk15OCU 2-8","AIM-9M","2","360","1"
"F-16 Blk15OCU 3-7","AGM-65*","6","480","0.2"
"F-16 Blk15OCU 3-7","AIM-120*","2","360","1"
"F-16 Blk15OCU 3-7","AIM-7*","2","360","1"
"F-16 Blk15OCU 3-7","AIM-9*","2","360","1"
"F-16 Blk15OCU 3-7","AIM-9M","2","360","1"
"F-16 Blk15OCU 3-7","B-61*","2","960","5"
"F-16 Blk15OCU 3-7","CBU-1000","6","360","0.1"
"F-16 Blk15OCU 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk15OCU 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk15OCU 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk15OCU 3-7","Mk-82","8","360","0.1"
"F-16 Blk15OCU 3-7","Mk-83","4","300","0.1"
"F-16 Blk15OCU 3-7","Mk-84","2","240","0.1"
"F-16 Blk15OCU 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk15OCU 4-6","AGM-65*","2","360","0.2"
"F-16 Blk15OCU 4-6","CBU-1000","8","360","0.1"
"F-16 Blk15OCU 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk15OCU 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk15OCU 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk15OCU 4-6","Mk-82","12","360","0.1"
"F-16 Blk15OCU 4-6","Mk-83","4","300","0.1"
"F-16 Blk15OCU 4-6","Mk-84","2","240","0.1"
"F-16 Blk20 2-8","AIM-120*","2","360","1"
"F-16 Blk20 2-8","AIM-9*","2","360","1"
"F-16 Blk20 2-8","AIM-9M","2","360","1"
"F-16 Blk20 3-7","AGM-65*","6","480","0.2"
"F-16 Blk20 3-7","AGM-84*","2","360","1"
"F-16 Blk20 3-7","AIM-120*","2","360","1"
"F-16 Blk20 3-7","AIM-7*","2","360","1"
"F-16 Blk20 3-7","AIM-9*","2","360","1"
"F-16 Blk20 3-7","AIM-9M","2","360","1"
"F-16 Blk20 3-7","B-61*","2","960","5"
"F-16 Blk20 3-7","CBU-1000","6","360","0.1"
"F-16 Blk20 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk20 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk20 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk20 3-7","Mk-82","8","360","0.1"
"F-16 Blk20 3-7","Mk-83","4","300","0.1"
"F-16 Blk20 3-7","Mk-84","2","240","0.1"
"F-16 Blk20 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk20 4-6","AGM-65*","2","360","0.2"
"F-16 Blk20 4-6","CBU-1000","8","360","0.1"
"F-16 Blk20 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk20 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk20 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk20 4-6","Mk-82","12","360","0.1"
"F-16 Blk20 4-6","Mk-83","4","300","0.1"
"F-16 Blk20 4-6","Mk-84","2","240","0.1"
"F-16 Blk25 2-8","AIM-9*","2","360","1"
"F-16 Blk25 2-8","AIM-9M","2","360","1"
"F-16 Blk25 3-7","AIM-7*","2","360","1"
"F-16 Blk25 3-7","AIM-9*","2","360","1"
"F-16 Blk25 3-7","AIM-9M","2","360","1"
"F-16 Blk25 3-7","B-61*","2","960","5"
"F-16 Blk25 3-7","CBU-1000","6","360","0.1"
"F-16 Blk25 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk25 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk25 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk25 3-7","Mk-82","8","360","0.1"
"F-16 Blk25 3-7","Mk-83","4","300","0.1"
"F-16 Blk25 3-7","Mk-84","2","240","0.1"
"F-16 Blk25 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk25 4-6","CBU-1000","8","360","0.1"
"F-16 Blk25 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk25 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk25 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk25 4-6","Mk-82","12","360","0.1"
"F-16 Blk25 4-6","Mk-83","4","300","0.1"
"F-16 Blk25 4-6","Mk-84","2","240","0.1"
"F-16 Blk30b 2-8","AIM-120*","2","360","1"
"F-16 Blk30b 2-8","AIM-9*","2","360","1"
"F-16 Blk30b 2-8","AIM-9M","2","360","1"
"F-16 Blk30b 3-7","AGM-45*","2","360","1"
"F-16 Blk30b 3-7","AIM-120*","2","360","1"
"F-16 Blk30b 3-7","AIM-7*","2","360","1"
"F-16 Blk30b 3-7","AIM-9*","2","360","1"
"F-16 Blk30b 3-7","AIM-9M","2","360","1"
"F-16 Blk30b 3-7","B-61*","2","960","5"
"F-16 Blk30b 3-7","CBU-1000","6","360","0.1"
"F-16 Blk30b 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk30b 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk30b 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk30b 3-7","Mk-82","8","360","0.1"
"F-16 Blk30b 3-7","Mk-83","4","300","0.1"
"F-16 Blk30b 3-7","Mk-84","2","240","0.1"
"F-16 Blk40 2-8","AGM-45*","2","360","1"
"F-16 Blk40 2-8","AIM-120*","2","360","1"
"F-16 Blk40 2-8","AIM-9*","2","360","1"
"F-16 Blk40 2-8","AIM-9M","2","360","1"
"F-16 Blk40 3-7","AGM-45*","2","360","1"
"F-16 Blk40 3-7","AIM-120*","2","360","1"
"F-16 Blk40 3-7","AIM-7*","2","360","1"
"F-16 Blk40 3-7","AIM-9*","2","360","1"
"F-16 Blk40 3-7","AIM-9M","2","360","1"
"F-16 Blk40 3-7","B-61*","2","960","5"
"F-16 Blk40 3-7","CBU-1000","6","360","0.1"
"F-16 Blk40 3-7","GBU-10/B","2","240","1"
"F-16 Blk40 3-7","GBU-12/B","6","480","1"
"F-16 Blk40 3-7","GBU-15/B","4","360","1"
"F-16 Blk40 3-7","GBU-24/B","2","240","1"
"F-16 Blk40 3-7","GBU-24B/B","2","240","1"
"F-16 Blk40 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk40 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk40 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk40 3-7","Mk-82","8","360","0.1"
"F-16 Blk40 3-7","Mk-83","4","300","0.1"
"F-16 Blk40 3-7","Mk-84","2","240","0.1"
"F-16 Blk40 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk40 4-6","CBU-1000","8","360","0.1"
"F-16 Blk40 4-6","GBU-10/B","2","240","1"
"F-16 Blk40 4-6","GBU-12/B","4","360","1"
"F-16 Blk40 4-6","GBU-15/B","2","240","1"
"F-16 Blk40 4-6","GBU-24/B","2","240","1"
"F-16 Blk40 4-6","GBU-24B/B","2","240","1"
"F-16 Blk40 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk40 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk40 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk40 4-6","Mk-82","12","360","0.1"
"F-16 Blk40 4-6","Mk-83","4","300","0.1"
"F-16 Blk40 4-6","Mk-84","2","240","0.1"
"F-16 Blk50 3-7","AGM-45*","2","360","1"
"F-16 Blk50 3-7","AGM-65*","6","480","0.2"
"F-16 Blk50 3-7","AIM-120*","2","360","1"
"F-16 Blk50 3-7","AIM-7*","2","360","1"
"F-16 Blk50 3-7","AIM-9*","2","360","1"
"F-16 Blk50 3-7","AIM-9M","2","360","1"
"F-16 Blk50 3-7","B-61*","2","960","5"
"F-16 Blk50 3-7","CBU-1000","6","360","0.1"
"F-16 Blk50 3-7","GBU-10/B","2","240","1"
"F-16 Blk50 3-7","GBU-12/B","6","480","1"
"F-16 Blk50 3-7","GBU-15/B","4","360","1"
"F-16 Blk50 3-7","GBU-24/B","2","240","1"
"F-16 Blk50 3-7","GBU-24B/B","2","240","1"
"F-16 Blk50 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk50 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk50 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk50 3-7","Mk-82","8","360","0.1"
"F-16 Blk50 3-7","Mk-83","4","300","0.1"
"F-16 Blk50 3-7","Mk-84","2","240","0.1"
"F-16 Blk50 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk50 4-6","AGM-65*","2","360","1"
"F-16 Blk50 4-6","CBU-1000","8","360","0.1"
"F-16 Blk50 4-6","GBU-10/B","2","240","1"
"F-16 Blk50 4-6","GBU-12/B","4","360","1"
"F-16 Blk50 4-6","GBU-15/B","2","240","1"
"F-16 Blk50 4-6","GBU-24/B","2","240","1"
"F-16 Blk50 4-6","GBU-24B/B","2","240","1"
"F-16 Blk50 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk50 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk50 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk50 4-6","Mk-82","12","360","0.1"
"F-16 Blk50 4-6","Mk-83","4","300","0.1"
"F-16 Blk50 4-6","Mk-84","2","240","0.1"
"F-16 Blk50+ 3-7","AGM-45*","2","360","1"
"F-16 Blk50+ 3-7","AGM-65*","6","480","0.2"
"F-16 Blk50+ 3-7","AGM-84*","2","360","1"
"F-16 Blk50+ 3-7","AIM-120*","2","360","1"
"F-16 Blk50+ 3-7","AIM-7*","2","360","1"
"F-16 Blk50+ 3-7","AIM-9*","2","360","1"
"F-16 Blk50+ 3-7","AIM-9M","2","360","1"
"F-16 Blk50+ 3-7","B-61*","2","960","5"
"F-16 Blk50+ 3-7","CBU-1000","6","360","0.1"
"F-16 Blk50+ 3-7","GBU-10/B","2","300","1"
"F-16 Blk50+ 3-7","GBU-12/B","6","480","1"
"F-16 Blk50+ 3-7","GBU-15/B","4","360","1"
"F-16 Blk50+ 3-7","GBU-24/B","2","300","1"
"F-16 Blk50+ 3-7","GBU-24B/B","2","300","1"
"F-16 Blk50+ 3-7","GBU-31A(v)2","2","300","1"
"F-16 Blk50+ 3-7","GBU-31C(v)4","2","300","1"
"F-16 Blk50+ 3-7","GBU-32A(v)2","2","300","1"
"F-16 Blk50+ 3-7","GBU-32C(v)4","2","300","1"
"F-16 Blk50+ 3-7","GBU-39 SDB","4","360","1"
"F-16 Blk50+ 3-7","Hydra-70 rocket","38","360","0.1"
"F-16 Blk50+ 3-7","Mk 16 Zuni FFAR","8","360","0.1"
"F-16 Blk50+ 3-7","Mk 71 Zuni WAFAR","8","360","0.1"
"F-16 Blk50+ 3-7","Mk-82","8","360","0.1"
"F-16 Blk50+ 3-7","Mk-83","4","300","0.1"
"F-16 Blk50+ 3-7","Mk-84","2","240","0.1"
"F-16 Blk50+ 4-6","370 gallon wing tank","2","240","0.1"
"F-16 Blk50+ 4-6","AGM-65*","2","360","1"
"F-16 Blk50+ 4-6","CBU-1000","8","360","0.1"
"F-16 Blk50+ 4-6","GBU-10/B","2","240","1"
"F-16 Blk50+ 4-6","GBU-12/B","4","360","1"
"F-16 Blk50+ 4-6","GBU-15/B","2","240","1"
"F-16 Blk50+ 4-6","GBU-24/B","2","240","1"
"F-16 Blk50+ 4-6","GBU-24B/B","2","240","1"
"F-16 Blk50+ 4-6","GBU-31A(v)2","2","300","1"
"F-16 Blk50+ 4-6","GBU-31C(v)4","2","300","1"
"F-16 Blk50+ 4-6","GBU-32A(v)2","2","300","1"
"F-16 Blk50+ 4-6","GBU-32C(v)4","2","300","1"
"F-16 Blk50+ 4-6","GBU-39 SDB","2","300","1"
"F-16 Blk50+ 4-6","Hydra-70 rocket","38","240","0.1"
"F-16 Blk50+ 4-6","Mk 16 Zuni FFAR","8","240","0.1"
"F-16 Blk50+ 4-6","Mk 71 Zuni WAFAR","8","240","0.1"
"F-16 Blk50+ 4-6","Mk-82","12","360","0.1"
"F-16 Blk50+ 4-6","Mk-83","4","300","0.1"
"F-16 Blk50+ 4-6","Mk-84","2","240","0.1"
"F-16 W4","1400 liter tank","2","30","1"
"F-16A 01","Tanque de 300 galones","1","600","1"
"F-16A 03-02","Mk-83","4","1200","1"
"F-16A 03-02","Tanque de 300 galones","1","600","1"
"F-16A 05-04","AIM-9L","2","600","2"
"F-16A 05-04","AIM-9P4","2","600","2"
"F-16A 05-04","Mk-83","4","1200","1"
"F-16A 05-04","Python 4","2","600","2"
"F-16A 07-06","AIM-9L","2","600","2"
"F-16A 07-06","AIM-9P4","2","600","2"
"F-16A 07-06","Python 4","2","600","2"
"F-16A 09-08","AIM-9L","2","600","2"
"F-16A 09-08","AIM-9P4","2","600","2"
"F-22 B1","AIM-9*","2","30","1"
"F-22 B1","AIM-9M","2","30","1"
"F-22 B2","AIM-120C*","2","30","1"
"F-22 B2","AIM-120D*","2","30","1"
"F-22 B3","AIM-120C*","4","30","1"
"F-22 B3","AIM-120D*","4","30","1"
"F-22 B3","GBU-32A(v)2","2","30","1"
"F-22 B3","GBU-32C(v)4","2","30","1"
"F-22 Wing","600 gallon tank","2","30","1"
"F-22 Wing","AGM-65D","4","30","1"
"F-22 Wing","AGM-84*","4","30","1"
"F-22 Wing","AGM-88*","4","30","1"
"F-22 Wing","AIM-120C*","4","30","1"
"F-22 Wing","AIM-120D*","4","30","1"
"F-35 Wing1","AIM-120*","2","360","1"
"F-35 Wing1","AIM-9*","2","360","1"
"F-35 Wing2","AGM-158A JASSM","2","360","1"
"F-35 Wing2","AGM-65*","2","360","1"
"F-35 Wing2","AGM-88*","2","360","1"
"F-35 Wing2","GBU-10/B","2","360","1"
"F-35 Wing2","GBU-12/B","2","360","1"
"F-35 Wing2","GBU-16/B","2","360","1"
"F-35 Wing2","GBU-24*","2","360","1"
"F-35 Wing2","GBU-31A(v)2","2","360","1"
"F-35 Wing2","GBU-31C(v)4","2","360","1"
"F-35 Wing2","Mk-8*","2","360","1"
"F-35 Wing3","AGM-158A JASSM","2","360","1"
"F-35 Wing3","AGM-65*","2","360","1"
"F-35 Wing3","AGM-88*","2","360","1"
"F-35 Wing3","GBU-10/B","2","360","1"
"F-35 Wing3","GBU-12/B","2","360","1"
"F-35 Wing3","GBU-16/B","2","360","1"
"F-35 Wing3","GBU-24*","2","360","1"
"F-35 Wing3","GBU-31A(v)2","2","360","1"
"F-35 Wing3","GBU-31C(v)4","2","360","1"
"F-35 Wing3","Mk-8*","2","360","1"
"F-35A Internal 1","AIM-120*","2","360","1"
"F-35A Internal 1","AIM-120D","2","360","1"
"F-35A Internal 1","AIM-132 ASRAAM","2","360","1"
"F-35A Internal 1","AIM-9X","2","360","1"
"F-35A Internal 1","ASRAAM","2","360","1"
"F-35A Internal 1","GBU-12/B","2","360","1"
"F-35A Internal 1","GBU-31A(v)2","2","360","1"
"F-35A Internal 1","GBU-31C(v)4","2","360","1"
"F-35A Internal 1","GBU-32A(v)2","2","360","1"
"F-35A Internal 1","GBU-32C(v)4","2","360","1"
"F-35A Internal 1","GBU-39 SDB","8","720","1"
"F-35A Internal 2","AIM-120*","2","360","1"
"F-35A Internal 2","AIM-120D","2","360","1"
"F-35A Internal 2","AIM-132 ASRAAM","2","360","1"
"F-35A Internal 2","AIM-9X","2","360","1"
"F-35A Internal 2","ASRAAM","2","360","1"
"F-35A Internal 2","GBU-12/B","2","360","1"
"F-35A Internal 2","GBU-31A(v)2","2","360","1"
"F-35A Internal 2","GBU-31C(v)4","2","360","1"
"F-35A Internal 2","GBU-32A(v)2","2","360","1"
"F-35A Internal 2","GBU-32C(v)4","2","360","1"
"F-35A Internal 2","GBU-39 SDB","8","720","1"
"F-4B 1-9","370 gallon wing tank","2","30","0.2"
"F-4B 1-9","M117","6","30","0.2"
"F-4B 1-9","Mk-36 DST","8","30","0.2"
"F-4B 1-9","Mk-81","12","30","0.2"
"F-4B 1-9","Mk-82","12","30","0.2"
"F-4B 1-9","Mk-83","6","30","0.2"
"F-4B 1-9","Mk-84","2","30","0.2"
"F-4B 2-8","AIM-9B","4","30","0.2"
"F-4B 2-8","AIM-9D","4","30","0.2"
"F-4B 2-8","AIM-9E","4","30","0.2"
"F-4B 2-8","B-28*","2","30","1"
"F-4B 2-8","B-43*","2","30","1"
"F-4B 2-8","B-57*","2","30","1"
"F-4B 2-8","B-61*","2","30","1"
"F-4B 2-8","M117","6","30","0.2"
"F-4B 2-8","Mk-36 DST","6","30","0.2"
"F-4B 2-8","Mk-81","6","30","0.2"
"F-4B 2-8","Mk-82","6","30","0.2"
"F-4B 2-8","Mk-83","6","30","0.2"
"F-4B 3-7","AIM-7C","2","30","0.2"
"F-4B 3-7","AIM-7E","2","30","0.2"
"F-4B 3-7","AIM-7F","2","30","0.2"
"F-4B 3-7","AIM-7M","2","30","0.2"
"F-4B 3-7","AIM-7P","2","30","0.2"
"F-4B 4-6","AIM-7C","2","30","0.2"
"F-4B 4-6","AIM-7E","2","30","0.2"
"F-4B 4-6","AIM-7F","2","30","0.2"
"F-4B 4-6","AIM-7M","2","30","0.2"
"F-4B 4-6","AIM-7P","2","30","0.2"
"F-4B 5","600 gallon centerline tank","1","30","0.2"
"F-4B 5","B-28*","1","30","1"
"F-4B 5","B-43*","1","30","1"
"F-4B 5","B-57*","1","30","1"
"F-4B 5","B-61*","1","30","1"
"F-4B 5","M117","5","30","0.2"
"F-4B 5","Mk-36 DST","6","30","0.2"
"F-4B 5","Mk-81","6","30","0.2"
"F-4B 5","Mk-82","6","30","0.2"
"F-4B 5","Mk-83","3","30","0.2"
"F-4B 5","Mk-84","1","30","0.2"
"F-4C 1-9","370 gallon wing tank","2","30","0.2"
"F-4C 1-9","AGM-45A","2","30","1"
"F-4C 1-9","M117","6","30","0.2"
